i,target,point,pair
99,0.660194,0.614508,0.191196
100,0.661314,0.642801,0.237522
101,0.661314,0.655235,0.269713
102,0.661688,0.617229,0.213474
103,0.661688,0.636903,0.237273
104,0.663555,0.612098,0.218822
105,0.664675,0.617229,0.213338
106,0.665422,0.618812,0.192993
107,0.668036,0.627388,0.246717
108,0.668036,0.636216,0.247838
109,0.668036,0.648929,0.214456
110,0.668783,0.640987,0.220711
111,0.670650,0.641889,0.256671
112,0.670650,0.566553,0.105370
113,0.674010,0.627351,0.217017
114,0.675504,0.627268,0.218667
115,0.676998,0.636996,0.235019
116,0.676998,0.621442,0.217501
117,0.682972,0.757915,0.481708
118,0.682972,0.648037,0.295909
119,0.683719,0.688964,0.269052
120,0.684466,0.636847,0.244263
121,0.685586,0.642703,0.239693
122,0.685586,0.626542,0.224287
123,0.686706,0.674596,0.293991
124,0.687080,0.650201,0.366711
125,0.687080,0.691218,0.362342
126,0.687453,0.647060,0.270394
127,0.687453,0.632616,0.220872
128,0.691561,0.562255,0.121308
129,0.691561,0.708694,0.216295
130,0.693801,0.567825,0.123360
131,0.694175,0.669550,0.243563
132,0.695295,0.687724,0.257762
133,0.696415,0.633276,0.210701
134,0.697162,0.633715,0.259192
135,0.697909,0.683144,0.367888
136,0.698656,0.617157,0.213905
137,0.698656,0.765658,0.246958
138,0.700149,0.580920,0.189565
139,0.700149,0.571422,0.146786
140,0.700523,0.688673,0.362413
141,0.700896,0.671514,0.281907
142,0.701270,0.691356,0.358526
143,0.701270,0.751197,0.360594
144,0.702016,0.688537,0.365105
145,0.702763,0.631638,0.262398
146,0.703510,0.681381,0.191668
147,0.703883,0.683144,0.366631
148,0.705004,0.674209,0.294972
149,0.705377,0.690073,0.391464
150,0.705751,0.683426,0.301351
151,0.705751,0.688673,0.361441
152,0.706124,0.661138,0.317735
153,0.706497,0.706165,0.369428
154,0.706871,0.636005,0.266776
155,0.706871,0.674887,0.377149
156,0.707244,0.586723,0.128134
157,0.709111,0.680562,0.369761
158,0.709485,0.687187,0.295661
159,0.709858,0.674217,0.441064
160,0.710605,0.686024,0.364373
161,0.710605,0.676924,0.291523
162,0.710605,0.690073,0.390188
163,0.710978,0.584870,0.139162
164,0.710978,0.697580,0.374476
165,0.711352,0.693457,0.318839
166,0.712099,0.625599,0.232003
167,0.712099,0.735013,0.309097
168,0.713966,0.698437,0.301653
169,0.713966,0.685925,0.307753
170,0.715086,0.687426,0.316301
171,0.715833,0.686423,0.193441
172,0.716580,0.697372,0.331514
173,0.716953,0.696908,0.300223
174,0.716953,0.695904,0.325143
175,0.716953,0.679031,0.272579
176,0.716953,0.687305,0.343966
177,0.717700,0.683427,0.450697
178,0.717700,0.668139,0.300294
179,0.717700,0.701723,0.336025
180,0.718073,0.664338,0.358917
181,0.718073,0.692024,0.324098
182,0.718073,0.696906,0.310281
183,0.718447,0.693251,0.463310
184,0.718820,0.586589,0.224522
185,0.719567,0.695901,0.324753
186,0.720314,0.687406,0.393149
187,0.721060,0.697217,0.364296
188,0.721807,0.638283,0.275277
189,0.721807,0.704746,0.311017
190,0.721807,0.718261,0.620459
191,0.722554,0.713048,0.398277
192,0.723674,0.703031,0.343424
193,0.724048,0.807827,0.375928
194,0.724421,0.699603,0.298143
195,0.724795,0.709443,0.353406
196,0.725168,0.709285,0.392900
197,0.726662,0.709048,0.381584
198,0.727782,0.638167,0.262593
199,0.728155,0.694047,0.419727
200,0.728902,0.678454,0.330505
201,0.729276,0.712437,0.361436
202,0.729276,0.717097,0.370997
203,0.730022,0.712072,0.323226
204,0.730396,0.705438,0.324943
205,0.731143,0.645391,0.284626
206,0.731889,0.704211,0.404631
207,0.731889,0.764062,0.480327
208,0.732263,0.666677,0.359663
209,0.732636,0.728466,0.310445
210,0.734503,0.720760,0.379299
211,0.735250,0.712898,0.401181
212,0.735624,0.705677,0.347588
213,0.735624,0.673593,0.363160
214,0.737117,0.724837,0.388619
215,0.737117,0.707939,0.336232
216,0.737117,0.715390,0.418387
217,0.738611,0.720114,0.437212
218,0.739358,0.692240,0.408069
219,0.740105,0.722813,0.365387
220,0.740478,0.728778,0.397269
221,0.741972,0.799846,0.352623
222,0.742718,0.707944,0.335699
223,0.743465,0.773793,0.491926
224,0.744586,0.716527,0.321044
225,0.745706,0.736781,0.415250
226,0.745706,0.729590,0.354358
227,0.746079,0.638167,0.262726
228,0.746079,0.732702,0.406045
229,0.746079,0.679994,0.380887
230,0.746079,0.730315,0.453435
231,0.747199,0.703533,0.476453
232,0.748320,0.702364,0.416062
233,0.749813,0.768031,0.387146
234,0.750560,0.741955,0.389677
235,0.750560,0.739322,0.470342
236,0.750934,0.586058,0.269810
237,0.751307,0.721395,0.429168
238,0.752054,0.713787,0.491159
239,0.753174,0.682117,0.386318
240,0.753174,0.702508,0.412878
241,0.753921,0.724068,0.438293
242,0.753921,0.732304,0.355973
243,0.754668,0.741953,0.378660
244,0.757282,0.782650,0.508166
245,0.759522,0.770823,0.429130
246,0.759522,0.750434,0.407490
247,0.760642,0.586058,0.269451
248,0.761016,0.745833,0.388009
249,0.761016,0.744699,0.408879
250,0.761763,0.734935,0.381241
251,0.761763,0.756589,0.455421
252,0.762509,0.729069,0.411335
253,0.763256,0.734144,0.455578
254,0.763630,0.683560,0.449764
255,0.765123,0.785448,0.534955
256,0.765123,0.740379,0.406246
257,0.765870,0.754843,0.421827
258,0.766617,0.791107,0.525102
259,0.768111,0.753194,0.414325
260,0.768484,0.693251,0.461983
261,0.768484,0.758753,0.425725
262,0.768857,0.743183,0.473512
263,0.770724,0.657063,0.423949
264,0.772218,0.749353,0.423558
265,0.772591,0.749353,0.424083
266,0.772591,0.742249,0.343559
267,0.772965,0.758751,0.414093
268,0.774459,0.767044,0.444081
269,0.775205,0.736898,0.465927
270,0.776326,0.757844,0.442072
271,0.776699,0.799381,0.542298
272,0.777072,0.751669,0.491714
273,0.777819,0.757844,0.441479
274,0.778193,0.739054,0.423825
275,0.779313,0.757522,0.436308
276,0.779686,0.764308,0.453105
277,0.780060,0.784930,0.583309
278,0.781180,0.759043,0.572869
279,0.781553,0.747389,0.551328
280,0.781927,0.757842,0.442760
281,0.782300,0.759995,0.509778
282,0.783420,0.766191,0.459627
283,0.783420,0.760625,0.468586
284,0.783420,0.775333,0.450530
285,0.786408,0.766192,0.460224
286,0.786408,0.749266,0.441378
287,0.786781,0.755800,0.641336
288,0.787528,0.805308,0.429563
289,0.788275,0.774502,0.477953
290,0.789022,0.799408,0.516584
291,0.789022,0.766189,0.461495
292,0.789022,0.774502,0.478544
293,0.789022,0.774500,0.479788
294,0.789022,0.775335,0.462241
295,0.789022,0.820614,0.371225
296,0.789395,0.758273,0.459060
297,0.790142,0.736075,0.530036
298,0.790515,0.795005,0.600435
299,0.790889,0.766189,0.461445
300,0.792382,0.770641,0.459604
301,0.793129,0.798152,0.570602
302,0.793503,0.850138,0.479893
303,0.793876,0.768979,0.465723
304,0.794623,0.783619,0.479940
305,0.794996,0.811645,0.535627
306,0.794996,0.761360,0.544159
307,0.795370,0.880195,0.605370
308,0.796117,0.747867,0.635061
309,0.796490,0.768292,0.527353
310,0.796863,0.774500,0.480364
311,0.796863,0.713786,0.496500
312,0.797610,0.782794,0.495977
313,0.798730,0.782792,0.497770
314,0.799104,0.803196,0.616111
315,0.799104,0.769595,0.482922
316,0.799477,0.844313,0.654225
317,0.799477,0.777292,0.484083
318,0.801344,0.724850,0.511684
319,0.801718,0.791875,0.496988
320,0.802465,0.761718,0.511654
321,0.802465,0.777967,0.500723
322,0.803211,0.782792,0.497724
323,0.803585,0.824055,0.583699
324,0.803958,0.761879,0.507503
325,0.804705,0.776585,0.544196
326,0.805825,0.791055,0.513909
327,0.806572,0.761066,0.487525
328,0.806945,0.835072,0.637244
329,0.807692,0.858767,0.515298
330,0.808813,0.802471,0.514119
331,0.808813,0.703388,0.480577
332,0.809186,0.840613,0.552560
333,0.809933,0.827641,0.588472
334,0.810306,0.714166,0.490882
335,0.810680,0.815612,0.576542
336,0.811426,0.873784,0.588132
337,0.811800,0.764661,0.513697
338,0.813667,0.785076,0.447489
339,0.814040,0.766050,0.520945
340,0.815161,0.866852,0.570410
341,0.817028,0.788319,0.670646
342,0.818895,0.788358,0.524593
343,0.820015,0.778474,0.541182
344,0.820015,0.832490,0.598298
345,0.820762,0.803114,0.466209
346,0.821509,0.785257,0.604706
347,0.821882,0.840063,0.587273
348,0.822629,0.832487,0.592711
349,0.825990,0.847964,0.586389
350,0.827483,0.789841,0.691391
351,0.827483,0.855616,0.587633
352,0.827857,0.731928,0.448964
353,0.828603,0.849203,0.629627
354,0.830097,0.799628,0.667237
355,0.831217,0.808399,0.672938
356,0.831964,0.785257,0.604571
357,0.831964,0.785092,0.603293
358,0.833084,0.859520,0.544901
359,0.833831,0.833125,0.608571
360,0.834205,0.869448,0.617075
361,0.834578,0.876787,0.588488
362,0.835698,0.818258,0.665855
363,0.835698,0.796818,0.636664
364,0.835698,0.821117,0.651944
365,0.836072,0.840112,0.584107
366,0.836819,0.873805,0.695520
367,0.836819,0.856613,0.682441
368,0.837192,0.827232,0.656100
369,0.838312,0.845842,0.607746
370,0.838686,0.847760,0.624963
371,0.839432,0.828897,0.687778
372,0.839432,0.820549,0.628830
373,0.840179,0.819751,0.712350
374,0.840179,0.822731,0.548903
375,0.840179,0.796982,0.638504
376,0.840926,0.828948,0.638700
377,0.840926,0.770476,0.545277
378,0.841673,0.851183,0.546669
379,0.844287,0.808560,0.675392
380,0.845034,0.837245,0.652970
381,0.845407,0.808560,0.675114
382,0.846527,0.855588,0.718711
383,0.848394,0.839703,0.724500
384,0.848394,0.830632,0.752497
385,0.848394,0.848308,0.702610
386,0.848394,0.856891,0.675404
387,0.848768,0.852782,0.737211
388,0.849888,0.856752,0.679163
389,0.850261,0.855448,0.721880
390,0.850635,0.869097,0.661285
391,0.851008,0.848452,0.698994
392,0.851008,0.861880,0.657701
393,0.851382,0.853980,0.745891
394,0.852128,0.712583,0.451771
395,0.852128,0.848452,0.699297
396,0.852128,0.839614,0.728726
397,0.852502,0.847102,0.743925
398,0.852875,0.797145,0.640232
399,0.852875,0.846479,0.617591
400,0.853249,0.876762,0.703418
401,0.854369,0.851841,0.727326
402,0.854369,0.850513,0.726916
403,0.855863,0.854828,0.747457
404,0.856609,0.864770,0.748443
405,0.858103,0.829684,0.705277
406,0.858476,0.876819,0.750087
407,0.859970,0.875235,0.738779
408,0.860717,0.881814,0.677397
409,0.861090,0.859380,0.731418
410,0.861464,0.877359,0.780939
411,0.862211,0.858099,0.731342
412,0.862211,0.852607,0.699077
413,0.862211,0.854280,0.755844
414,0.863331,0.885232,0.762799
415,0.864078,0.857467,0.801400
416,0.864078,0.861713,0.778454
417,0.864824,0.860446,0.776080
418,0.865198,0.864658,0.770906
419,0.865571,0.858039,0.623732
420,0.865571,0.864860,0.758968
421,0.867065,0.866601,0.742092
422,0.867065,0.861233,0.766130
423,0.869679,0.883317,0.753274
424,0.870799,0.856642,0.774754
425,0.872666,0.864726,0.828231
426,0.872666,0.865372,0.742121
427,0.872666,0.885338,0.805051
428,0.873413,0.867952,0.775560
429,0.873786,0.892647,0.924771
430,0.874907,0.860203,0.791501
431,0.876027,0.864865,0.802968
432,0.876027,0.889487,0.762684
433,0.876774,0.872112,0.754649
434,0.877894,0.869681,0.699095
435,0.877894,0.899742,0.906066
436,0.878267,0.895198,0.774154
437,0.878267,0.873294,0.754551
438,0.880508,0.874431,0.784125
439,0.880881,0.868835,0.750943
440,0.882001,0.900574,0.786456
441,0.882001,0.892351,0.777270
442,0.882375,0.871878,0.807005
443,0.884242,0.897988,0.830487
444,0.884989,0.841635,0.705651
445,0.884989,0.878491,0.767854
446,0.885736,0.846271,0.682983
447,0.885736,0.860180,0.645805
448,0.887976,0.863521,0.774142
449,0.888723,0.879626,0.767707
450,0.891337,0.864653,0.753691
451,0.892084,0.884579,0.781005
452,0.892830,0.905667,0.798783
453,0.892830,0.878365,0.814649
454,0.894698,0.885667,0.780821
455,0.896938,0.881156,0.792028
456,0.900672,0.885712,0.823836
457,0.901419,0.891439,0.793457
458,0.902913,0.868911,0.814074
459,0.904406,0.884492,0.824497
460,0.907394,0.874316,0.797811
461,0.908514,0.890327,0.835032
462,0.913368,0.870168,0.877168
463,0.916729,0.900922,0.802914
464,0.919716,0.906075,0.812270
465,0.921957,0.893460,0.876202
466,0.921957,0.893570,0.873801
467,0.922704,0.892545,0.892382
468,0.925317,0.896241,0.780801
469,0.929798,0.887993,0.966151
470,0.930919,0.904600,0.760594
471,0.930919,0.887217,0.813761
472,0.931292,0.890935,0.887550
473,0.933532,0.896708,0.872775
474,0.936893,0.906870,0.782950
475,0.941001,0.907290,0.881257
476,0.943988,0.912066,0.889556
477,0.944735,0.898969,0.788484
478,0.944735,0.902203,0.874905
479,0.948096,0.883141,0.908197
480,0.948842,0.870037,0.914591
481,0.950336,0.903918,0.889275
482,0.950336,0.892694,0.977507
483,0.953697,0.916576,0.898510
484,0.956684,0.943016,0.902449
485,0.956684,0.892348,0.958172
486,0.958925,0.920840,0.907395
487,0.960418,0.898043,0.947982
488,0.967886,0.899835,0.965343
489,0.967886,0.903468,0.945715
490,0.969380,0.911674,0.968398
491,0.970874,0.905162,0.956673
492,0.974608,0.908490,0.948852
493,0.975728,0.910095,0.953753
494,0.975728,0.911035,0.907532
495,0.975728,0.910096,0.958916
496,0.975728,0.906154,0.907120
497,0.976102,0.916822,0.932586
498,0.977595,0.921896,0.982831
499,0.977595,0.915614,0.911140
500,0.981703,0.913204,0.954887
501,0.983196,0.915481,0.916757
502,0.987677,0.916221,0.973562
503,0.989544,0.915616,0.915000
504,0.989544,0.917653,0.962158
505,0.989918,0.921335,0.931218
506,0.991412,0.924372,0.935729
507,0.991412,0.914726,0.964533
508,0.991412,0.925338,0.939910
509,0.992905,0.919675,0.929300
510,0.998506,0.906023,1.000000
511,0.998880,0.921859,0.969701
512,1.000000,0.925830,0.977006
