i,target,point,pair
102,0.160000,0.481225,0.463751
103,0.161667,0.369076,0.341866
104,0.163333,0.350825,0.279469
105,0.165000,0.428011,0.344703
106,0.165000,0.533630,0.570116
107,0.165000,0.368776,0.428846
108,0.165000,0.538019,0.486713
109,0.165000,0.424619,0.374652
110,0.166667,0.435563,0.429508
111,0.168333,0.653865,0.478881
112,0.168333,0.364081,0.369966
113,0.168333,0.547965,0.567344
114,0.168333,0.523372,0.392426
115,0.170000,0.405142,0.514620
116,0.170000,0.533856,0.546424
117,0.175000,0.357777,0.344745
118,0.175000,0.529417,0.412379
119,0.175000,0.342639,0.202276
120,0.176667,0.347456,0.249296
121,0.178333,0.345091,0.289006
122,0.180000,0.392189,0.476235
123,0.180000,0.506262,0.246372
124,0.180000,0.366101,0.306904
125,0.181667,0.349329,0.414615
126,0.181667,0.426882,0.498905
127,0.183333,0.523225,0.460073
128,0.183333,0.501395,0.537179
129,0.183333,0.365646,0.438159
130,0.186667,0.384999,0.451578
131,0.186667,0.544952,0.460615
132,0.188333,0.421965,0.390562
133,0.191667,0.475103,0.318673
134,0.191667,0.341499,0.178472
135,0.193333,0.389377,0.377388
136,0.195000,0.352624,0.260454
137,0.198333,0.399724,0.515290
138,0.198333,0.592404,0.683153
139,0.200000,0.366381,0.370784
140,0.200000,0.356095,0.310027
141,0.200000,0.349376,0.389645
142,0.201667,0.361690,0.389379
143,0.203333,0.603013,0.428456
144,0.203333,0.435930,0.444964
145,0.205000,0.377830,0.355567
146,0.205000,0.408382,0.547562
147,0.205000,0.357997,0.330490
148,0.205000,0.442792,0.489576
149,0.206667,0.365173,0.374891
150,0.208333,0.397585,0.415396
151,0.208333,0.343298,0.313115
152,0.208333,0.542012,0.478590
153,0.208333,0.600350,0.673183
154,0.213333,0.459270,0.279392
155,0.213333,0.396460,0.432039
156,0.213333,0.415075,0.524860
157,0.215000,0.628466,0.623955
158,0.215000,0.581586,0.697294
159,0.216667,0.325814,0.000000
160,0.216667,0.527805,0.411062
161,0.216667,0.332361,0.318461
162,0.220000,0.369743,0.231091
163,0.223333,0.358720,0.361689
164,0.223333,0.360101,0.368931
165,0.223333,0.555793,0.516448
166,0.223333,0.370780,0.398165
167,0.225000,0.524283,0.441288
168,0.225000,0.413439,0.525901
169,0.225000,0.451791,0.426321
170,0.225000,0.353180,0.155171
171,0.226667,0.645530,0.460865
172,0.228333,0.498649,0.590371
173,0.230000,0.480423,0.553383
174,0.230000,0.492669,0.424545
175,0.230000,0.427158,0.449918
176,0.230000,0.352927,0.425172
177,0.230000,0.682501,0.587462
178,0.231667,0.428789,0.305221
179,0.231667,0.450815,0.390360
180,0.233333,0.375595,0.338884
181,0.233333,0.328179,0.266156
182,0.235000,0.429437,0.329382
183,0.235000,0.594919,0.565735
184,0.235000,0.479834,0.393564
185,0.236667,0.486128,0.315139
186,0.236667,0.386241,0.388582
187,0.238333,0.518994,0.595396
188,0.240000,0.517035,0.487337
189,0.240000,0.363666,0.387416
190,0.240000,0.458276,0.426072
191,0.241667,0.686342,0.561565
192,0.241667,0.403805,0.527250
193,0.243333,0.391639,0.496942
194,0.243333,0.688275,0.532766
195,0.245000,0.443953,0.336686
196,0.245000,0.438094,0.340222
197,0.248333,0.450115,0.421733
198,0.248333,0.450813,0.367324
199,0.248333,0.493463,0.340925
200,0.248333,0.443617,0.637395
201,0.250000,0.361269,0.537185
202,0.250000,0.488880,0.353243
203,0.250000,0.458252,0.441511
204,0.251667,0.438925,0.376647
205,0.251667,0.346196,0.247845
206,0.253333,0.335208,0.264206
207,0.253333,0.370193,0.423383
208,0.253333,0.672534,0.546165
209,0.253333,0.453910,0.471201
210,0.255000,0.358584,0.421153
211,0.255000,0.527656,0.572666
212,0.258333,0.500472,0.609039
213,0.258333,0.515618,0.440317
214,0.258333,0.491715,0.522117
215,0.258333,0.361004,0.341354
216,0.260000,0.554612,0.584672
217,0.260000,0.378035,0.435700
218,0.260000,0.539727,0.434927
219,0.260000,0.379354,0.396252
220,0.263333,0.460229,0.547755
221,0.266667,0.633110,0.535804
222,0.266667,0.429109,0.427642
223,0.268333,0.571294,0.517283
224,0.268333,0.456204,0.419104
225,0.270000,0.476501,0.448690
226,0.270000,0.554794,0.455119
227,0.270000,0.515368,0.604064
228,0.271667,0.353687,0.394225
229,0.273333,0.345344,0.289212
230,0.273333,0.390197,0.463436
231,0.273333,0.380501,0.448115
232,0.275000,0.450230,0.387368
233,0.275000,0.584383,0.537009
234,0.275000,0.349697,0.329633
235,0.275000,0.363181,0.365975
236,0.276667,0.628729,0.594038
237,0.276667,0.542924,0.499309
238,0.276667,0.415585,0.527294
239,0.278333,0.603318,0.546344
240,0.280000,0.361196,0.348284
241,0.280000,0.350580,0.357318
242,0.281667,0.648624,0.529694
243,0.283333,0.531311,0.507914
244,0.283333,0.552437,0.409502
245,0.283333,0.584775,0.637937
246,0.283333,0.464903,0.379010
247,0.283333,0.677307,0.645698
248,0.283333,0.419276,0.509358
249,0.283333,0.415864,0.451559
250,0.283333,0.708951,0.672069
251,0.285000,0.356897,0.325119
252,0.286667,0.394707,0.372383
253,0.286667,0.526635,0.611502
254,0.286667,0.380064,0.405245
255,0.286667,0.378451,0.418681
256,0.286667,0.440465,0.357887
257,0.286667,0.584687,0.446231
258,0.286667,0.341573,0.176525
259,0.288333,0.465194,0.440083
260,0.288333,0.414542,0.464124
261,0.288333,0.482784,0.295278
262,0.290000,0.506322,0.392510
263,0.290000,0.681542,0.664743
264,0.290000,0.395795,0.360254
265,0.291667,0.492790,0.425056
266,0.291667,0.478638,0.447919
267,0.291667,0.720522,0.839691
268,0.291667,0.550839,0.493941
269,0.293333,0.513220,0.555784
270,0.295000,0.403597,0.520236
271,0.295000,0.434303,0.217634
272,0.296667,0.584990,0.595191
273,0.298333,0.364829,0.361007
274,0.298333,0.677523,0.538227
275,0.298333,0.445795,0.467694
276,0.298333,0.557203,0.533008
277,0.300000,0.698329,0.578456
278,0.300000,0.490957,0.393731
279,0.300000,0.450672,0.588918
280,0.300000,0.514534,0.517963
281,0.300000,0.373020,0.225202
282,0.300000,0.354174,0.427842
283,0.300000,0.403735,0.407712
284,0.301667,0.355361,0.318967
285,0.301667,0.581288,0.500667
286,0.301667,0.439223,0.562723
287,0.301667,0.677136,0.623047
288,0.301667,0.610228,0.374290
289,0.303333,0.446497,0.456297
290,0.305000,0.453097,0.612870
291,0.305000,0.509034,0.278281
292,0.305000,0.527757,0.405109
293,0.305000,0.353441,0.349785
294,0.306667,0.451636,0.396256
295,0.306667,0.418827,0.542952
296,0.308333,0.384213,0.489217
297,0.310000,0.389349,0.516051
298,0.310000,0.403197,0.376355
299,0.310000,0.460367,0.397411
300,0.310000,0.363947,0.134655
301,0.311667,0.430247,0.409057
302,0.311667,0.449035,0.454615
303,0.311667,0.590995,0.553713
304,0.313333,0.482757,0.412293
305,0.315000,0.433689,0.367988
306,0.315000,0.386081,0.403497
307,0.316667,0.500904,0.456202
308,0.316667,0.541199,0.496956
309,0.316667,0.376413,0.477326
310,0.316667,0.478999,0.365778
311,0.316667,0.356514,0.309326
312,0.316667,0.624204,0.469136
313,0.316667,0.714725,0.611295
314,0.316667,0.608106,0.418028
315,0.316667,0.367174,0.457974
316,0.316667,0.535298,0.493383
317,0.316667,0.464744,0.418898
318,0.318333,0.476332,0.468583
319,0.320000,0.399162,0.324387
320,0.320000,0.462425,0.469334
321,0.320000,0.535085,0.671964
322,0.323333,0.519540,0.528105
323,0.323333,0.358879,0.257963
324,0.323333,0.476633,0.413285
325,0.323333,0.363418,0.343231
326,0.325000,0.497219,0.501865
327,0.325000,0.543101,0.546839
328,0.326667,0.501597,0.468321
329,0.326667,0.556251,0.497411
330,0.330000,0.654071,0.447723
331,0.330000,0.688589,0.622556
332,0.330000,0.355075,0.287951
333,0.330000,0.594569,0.551050
334,0.330000,0.663531,0.625979
335,0.331667,0.431335,0.576100
336,0.331667,0.351103,0.311718
337,0.331667,0.445405,0.535144
338,0.333333,0.497678,0.518961
339,0.333333,0.462744,0.649536
340,0.333333,0.524740,0.456648
341,0.333333,0.518491,0.639405
342,0.333333,0.388930,0.454772
343,0.333333,0.485100,0.384357
344,0.335000,0.440332,0.541260
345,0.335000,0.424894,0.401492
346,0.335000,0.381313,0.497491
347,0.335000,0.614042,0.578344
348,0.335000,0.604825,0.569150
349,0.335000,0.611730,0.561278
350,0.336667,0.464933,0.403587
351,0.336667,0.555578,0.508875
352,0.336667,0.619839,0.529734
353,0.336667,0.425444,0.497188
354,0.336667,0.401268,0.560407
355,0.338333,0.588150,0.416319
356,0.338333,0.441475,0.541364
357,0.340000,0.454605,0.264432
358,0.340000,0.458135,0.446690
359,0.340000,0.681222,0.606759
360,0.340000,0.409833,0.527589
361,0.340000,0.585240,0.375672
362,0.340000,0.399076,0.430204
363,0.341667,0.536709,0.503462
364,0.343333,0.567456,0.554484
365,0.343333,0.376954,0.505096
366,0.345000,0.435609,0.564855
367,0.345000,0.461916,0.303331
368,0.345000,0.615813,0.611952
369,0.346667,0.390613,0.442154
370,0.346667,0.506858,0.485020
371,0.346667,0.410683,0.456547
372,0.346667,0.401275,0.409258
373,0.348333,0.341609,0.449907
374,0.348333,0.440490,0.507167
375,0.350000,0.619849,0.442695
376,0.350000,0.651969,0.599391
377,0.350000,0.448605,0.488226
378,0.350000,0.543869,0.321555
379,0.350000,0.390589,0.442724
380,0.350000,0.345229,0.285543
381,0.350000,0.677344,0.624070
382,0.350000,0.601302,0.324898
383,0.350000,0.598046,0.488511
384,0.350000,0.581471,0.585687
385,0.350000,0.558620,0.613076
386,0.350000,0.612532,0.594762
387,0.351667,0.492495,0.386024
388,0.351667,0.592288,0.575110
389,0.351667,0.646696,0.581460
390,0.351667,0.450575,0.413626
391,0.353333,0.533927,0.342693
392,0.353333,0.537151,0.353363
393,0.353333,0.361185,0.357487
394,0.353333,0.573112,0.565487
395,0.355000,0.464234,0.502350
396,0.355000,0.484590,0.505432
397,0.355000,0.633933,0.565329
398,0.355000,0.465213,0.456047
399,0.356667,0.700684,0.751967
400,0.356667,0.523770,0.540399
401,0.356667,0.436108,0.550277
402,0.356667,0.417795,0.353751
403,0.358333,0.597658,0.555937
404,0.360000,0.559080,0.519440
405,0.360000,0.361297,0.464613
406,0.360000,0.467875,0.503932
407,0.360000,0.516503,0.603969
408,0.360000,0.698868,0.585157
409,0.361667,0.409544,0.468555
410,0.361667,0.544377,0.528025
411,0.361667,0.392613,0.491793
412,0.361667,0.371408,0.388549
413,0.363333,0.617320,0.510054
414,0.363333,0.525310,0.409366
415,0.363333,0.650989,0.643291
416,0.363333,0.690591,0.626453
417,0.363333,0.383775,0.486074
418,0.363333,0.564206,0.528621
419,0.363333,0.436119,0.368439
420,0.365000,0.594960,0.618740
421,0.365000,0.354378,0.313525
422,0.365000,0.585078,0.619103
423,0.365000,0.608867,0.591089
424,0.366667,0.683327,0.601144
425,0.366667,0.617975,0.779494
426,0.366667,0.553580,0.583137
427,0.366667,0.435295,0.542987
428,0.366667,0.362666,0.388608
429,0.366667,0.595535,0.468365
430,0.366667,0.680163,0.560410
431,0.366667,0.673969,0.638502
432,0.366667,0.515112,0.565117
433,0.366667,0.490783,0.388594
434,0.368333,0.443807,0.531583
435,0.368333,0.699466,0.428167
436,0.370000,0.426501,0.513376
437,0.370000,0.461208,0.336444
438,0.371667,0.675710,0.718397
439,0.373333,0.531232,0.391954
440,0.373333,0.538935,0.601252
441,0.373333,0.550842,0.570873
442,0.373333,0.512095,0.485475
443,0.373333,0.603293,0.717073
444,0.373333,0.351496,0.412981
445,0.375000,0.442787,0.519405
446,0.375000,0.525554,0.660057
447,0.375000,0.681977,0.480677
448,0.375000,0.690730,0.660797
449,0.375000,0.397096,0.394726
450,0.376667,0.441280,0.551340
451,0.376667,0.503946,0.580194
452,0.376667,0.705296,0.671548
453,0.376667,0.648411,0.578493
454,0.376667,0.477609,0.537149
455,0.378333,0.468699,0.518282
456,0.378333,0.680572,0.610005
457,0.378333,0.646961,0.588761
458,0.378333,0.473888,0.422661
459,0.378333,0.512384,0.505156
460,0.378333,0.481300,0.545175
461,0.380000,0.380928,0.469167
462,0.380000,0.469558,0.463276
463,0.380000,0.388800,0.503435
464,0.380000,0.450461,0.426104
465,0.380000,0.553251,0.486655
466,0.380000,0.365033,0.407304
467,0.380000,0.542618,0.449654
468,0.380000,0.482873,0.519521
469,0.381667,0.553748,0.527064
470,0.381667,0.619768,0.487567
471,0.381667,0.399223,0.429428
472,0.381667,0.466787,0.434485
473,0.381667,0.493618,0.453625
474,0.383333,0.452849,0.514525
475,0.383333,0.428181,0.455689
476,0.383333,0.617366,0.495605
477,0.383333,0.662032,0.644052
478,0.383333,0.623331,0.577220
479,0.383333,0.604728,0.583355
480,0.383333,0.635853,0.626299
481,0.383333,0.609076,0.557630
482,0.383333,0.695459,0.755057
483,0.383333,0.578363,0.523409
484,0.383333,0.486602,0.447800
485,0.383333,0.541105,0.530966
486,0.383333,0.701655,0.626111
487,0.385000,0.416905,0.511901
488,0.385000,0.441150,0.443252
489,0.386667,0.541020,0.534181
490,0.386667,0.626656,0.626578
491,0.386667,0.552525,0.568047
492,0.388333,0.471940,0.458766
493,0.388333,0.458545,0.494198
494,0.388333,0.648625,0.461236
495,0.388333,0.443579,0.463341
496,0.388333,0.443491,0.496228
497,0.390000,0.457198,0.550976
498,0.390000,0.383494,0.515589
499,0.391667,0.435707,0.343853
500,0.391667,0.432920,0.499807
501,0.391667,0.448455,0.528770
502,0.391667,0.447730,0.494504
503,0.391667,0.573363,0.439653
504,0.393333,0.580835,0.553800
505,0.393333,0.694947,0.600606
506,0.393333,0.487260,0.495540
507,0.395000,0.407210,0.375605
508,0.395000,0.379937,0.309770
509,0.395000,0.668515,0.534075
510,0.395000,0.472595,0.429740
511,0.395000,0.430407,0.545273
512,0.395000,0.543835,0.448589
513,0.395000,0.528589,0.540154
514,0.395000,0.440392,0.416434
515,0.395000,0.583796,0.638030
516,0.396667,0.613408,0.569944
517,0.398333,0.500370,0.529730
518,0.398333,0.507381,0.435601
519,0.398333,0.623025,0.515899
520,0.400000,0.539194,0.545105
521,0.400000,0.482147,0.379808
522,0.400000,0.475122,0.460401
523,0.400000,0.657895,0.530378
524,0.400000,0.596058,0.528492
525,0.400000,0.442186,0.523505
526,0.400000,0.528707,0.441626
527,0.400000,0.577147,0.432603
528,0.400000,0.547885,0.571428
529,0.400000,0.461563,0.440473
530,0.400000,0.660591,0.613533
531,0.400000,0.479253,0.512608
532,0.400000,0.527332,0.469891
533,0.400000,0.534301,0.549242
534,0.400000,0.382174,0.444686
535,0.400000,0.617953,0.622304
536,0.400000,0.460921,0.464103
537,0.401667,0.615878,0.575797
538,0.401667,0.441672,0.647878
539,0.401667,0.674535,0.603559
540,0.401667,0.648305,0.597532
541,0.401667,0.494065,0.503805
542,0.401667,0.581819,0.557077
543,0.401667,0.398102,0.481252
544,0.401667,0.541258,0.532084
545,0.403333,0.603017,0.666075
546,0.403333,0.369113,0.390596
547,0.403333,0.536114,0.415358
548,0.403333,0.365567,0.384409
549,0.403333,0.621697,0.550949
550,0.403333,0.486145,0.533549
551,0.405000,0.396314,0.494777
552,0.405000,0.567462,0.547494
553,0.405000,0.360910,0.380411
554,0.405000,0.604790,0.595882
555,0.405000,0.534286,0.487529
556,0.406667,0.374355,0.488587
557,0.406667,0.621490,0.466536
558,0.408333,0.690285,0.679356
559,0.408333,0.372109,0.498120
560,0.408333,0.687230,0.617924
561,0.408333,0.476285,0.486233
562,0.410000,0.537985,0.609680
563,0.410000,0.564309,0.639627
564,0.411667,0.408528,0.369646
565,0.411667,0.477227,0.543029
566,0.411667,0.419627,0.384910
567,0.411667,0.377578,0.458892
568,0.413333,0.496409,0.553583
569,0.413333,0.720171,0.920174
570,0.415000,0.510695,0.540936
571,0.415000,0.504024,0.532607
572,0.415000,0.465736,0.394182
573,0.415000,0.517627,0.414058
574,0.415000,0.493022,0.464615
575,0.415000,0.348549,0.340414
576,0.415000,0.645176,0.633854
577,0.415000,0.518986,0.549438
578,0.415000,0.527780,0.489406
579,0.416667,0.638104,0.642875
580,0.416667,0.548574,0.533337
581,0.416667,0.384500,0.495839
582,0.416667,0.603630,0.541051
583,0.416667,0.546442,0.431872
584,0.416667,0.630263,0.655564
585,0.416667,0.613699,0.517261
586,0.416667,0.685100,0.764621
587,0.416667,0.658423,0.626466
588,0.416667,0.680858,0.654964
589,0.416667,0.643869,0.643501
590,0.416667,0.544727,0.559676
591,0.416667,0.411019,0.361577
592,0.416667,0.573315,0.591668
593,0.416667,0.528835,0.420370
594,0.416667,0.521521,0.450209
595,0.416667,0.470294,0.534779
596,0.416667,0.635386,0.528844
597,0.416667,0.686708,0.684149
598,0.416667,0.636906,0.546772
599,0.416667,0.619595,0.554036
600,0.416667,0.647097,0.612105
601,0.418333,0.357344,0.327543
602,0.418333,0.442997,0.534577
603,0.418333,0.636679,0.586717
604,0.418333,0.472146,0.508571
605,0.418333,0.589216,0.638405
606,0.420000,0.602967,0.645619
607,0.420000,0.372447,0.396119
608,0.420000,0.421483,0.526165
609,0.420000,0.641443,0.632277
610,0.420000,0.558808,0.543000
611,0.420000,0.475594,0.542851
612,0.421667,0.616814,0.570210
613,0.421667,0.587913,0.519739
614,0.421667,0.481421,0.575314
615,0.421667,0.571443,0.499328
616,0.421667,0.528354,0.750857
617,0.423333,0.517554,0.451548
618,0.423333,0.553143,0.490596
619,0.425000,0.417451,0.406077
620,0.425000,0.643650,0.545320
621,0.425000,0.543173,0.559879
622,0.425000,0.526583,0.441291
623,0.425000,0.558539,0.597099
624,0.425000,0.583956,0.580570
625,0.425000,0.483440,0.492101
626,0.426667,0.478651,0.369610
627,0.426667,0.562290,0.579730
628,0.426667,0.617556,0.540454
629,0.426667,0.496337,0.553595
630,0.426667,0.492845,0.496661
631,0.428333,0.583020,0.552001
632,0.428333,0.426982,0.444915
633,0.428333,0.566403,0.417147
634,0.428333,0.432498,0.527141
635,0.428333,0.617020,0.499830
636,0.430000,0.459408,0.540879
637,0.430000,0.576401,0.491562
638,0.430000,0.604876,0.637724
639,0.431667,0.628303,0.599260
640,0.431667,0.606343,0.529952
641,0.431667,0.404892,0.590598
642,0.431667,0.523066,0.428738
643,0.431667,0.484101,0.417152
644,0.431667,0.400635,0.471168
645,0.433333,0.680896,0.620471
646,0.433333,0.568220,0.556298
647,0.433333,0.700454,0.702268
648,0.433333,0.676733,0.571290
649,0.433333,0.367269,0.386783
650,0.433333,0.540250,0.635496
651,0.433333,0.711691,0.594794
652,0.433333,0.597435,0.414549
653,0.433333,0.608658,0.472751
654,0.433333,0.444841,0.457614
655,0.433333,0.561990,0.584947
656,0.433333,0.448438,0.587802
657,0.433333,0.550433,0.452507
658,0.433333,0.572707,0.666036
659,0.433333,0.607331,0.627385
660,0.435000,0.548271,0.551644
661,0.435000,0.551415,0.543921
662,0.435000,0.640590,0.659183
663,0.435000,0.547955,0.546107
664,0.436667,0.580464,0.580083
665,0.436667,0.408472,0.485484
666,0.436667,0.406794,0.573774
667,0.436667,0.637928,0.533500
668,0.438333,0.613011,0.606839
669,0.438333,0.543459,0.595321
670,0.438333,0.590369,0.588541
671,0.438333,0.659046,0.607037
672,0.438333,0.494577,0.483255
673,0.438333,0.589575,0.581457
674,0.438333,0.465501,0.606334
675,0.440000,0.382524,0.479479
676,0.440000,0.512570,0.581085
677,0.440000,0.668925,0.530952
678,0.441667,0.394774,0.392631
679,0.441667,0.447758,0.566936
680,0.441667,0.581446,0.601053
681,0.441667,0.472383,0.498392
682,0.441667,0.554405,0.573176
683,0.443333,0.467867,0.552614
684,0.443333,0.410926,0.361302
685,0.443333,0.467222,0.570808
686,0.443333,0.575387,0.557261
687,0.443333,0.682735,0.908891
688,0.445000,0.569328,0.560299
689,0.445000,0.381188,0.422945
690,0.445000,0.663737,0.673507
691,0.446667,0.379944,0.468040
692,0.446667,0.634634,0.634643
693,0.446667,0.455366,0.387073
694,0.446667,0.455338,0.696618
695,0.446667,0.711290,0.695267
696,0.446667,0.584321,0.418371
697,0.446667,0.528406,0.702616
698,0.448333,0.380436,0.460461
699,0.448333,0.608547,0.657187
700,0.450000,0.355407,0.438601
701,0.450000,0.442042,0.480565
702,0.450000,0.480367,0.488101
703,0.450000,0.383015,0.510001
704,0.450000,0.434485,0.481625
705,0.450000,0.551430,0.556075
706,0.450000,0.497758,0.606287
707,0.450000,0.683693,0.669838
708,0.450000,0.585759,0.462302
709,0.450000,0.417550,0.416978
710,0.450000,0.602758,0.670159
711,0.450000,0.684030,0.551768
712,0.450000,0.411877,0.413618
713,0.450000,0.622941,0.611519
714,0.450000,0.619550,0.583737
715,0.450000,0.505933,0.558858
716,0.450000,0.431058,0.473089
717,0.450000,0.687382,0.624735
718,0.450000,0.522859,0.454521
719,0.450000,0.477915,0.592413
720,0.450000,0.686689,0.626290
721,0.451667,0.365123,0.411175
722,0.451667,0.512343,0.632889
723,0.451667,0.454434,0.435639
724,0.451667,0.561318,0.628599
725,0.451667,0.551048,0.542881
726,0.453333,0.703215,0.646997
727,0.453333,0.590033,0.578312
728,0.453333,0.676720,0.680633
729,0.453333,0.629193,0.539705
730,0.455000,0.696853,0.591970
731,0.455000,0.525547,0.571161
732,0.455000,0.664155,0.564919
733,0.455000,0.439673,0.509301
734,0.455000,0.728891,0.997796
735,0.456667,0.438936,0.452934
736,0.456667,0.540559,0.485649
737,0.456667,0.612732,0.534749
738,0.456667,0.642743,0.604559
739,0.456667,0.689065,0.678684
740,0.458333,0.708672,0.808077
741,0.458333,0.659288,0.600929
742,0.458333,0.693954,0.552784
743,0.458333,0.583033,0.568962
744,0.458333,0.458627,0.440097
745,0.458333,0.493221,0.556260
746,0.460000,0.613551,0.655288
747,0.460000,0.420319,0.557452
748,0.460000,0.713519,0.726098
749,0.460000,0.431370,0.460305
750,0.460000,0.513288,0.366689
751,0.460000,0.689394,0.652860
752,0.460000,0.609778,0.561842
753,0.460000,0.390952,0.571135
754,0.460000,0.447803,0.584421
755,0.461667,0.393211,0.448227
756,0.461667,0.486818,0.540039
757,0.461667,0.570114,0.544909
758,0.461667,0.364245,0.380304
759,0.461667,0.513333,0.420150
760,0.461667,0.678282,0.890792
761,0.463333,0.552766,0.450359
762,0.463333,0.656463,0.522725
763,0.463333,0.556290,0.692550
764,0.463333,0.505595,0.552827
765,0.465000,0.459271,0.550889
766,0.465000,0.604735,0.615470
767,0.465000,0.622487,0.609722
768,0.465000,0.721923,0.741057
769,0.466667,0.659485,0.664714
770,0.466667,0.692951,0.717434
771,0.466667,0.419080,0.408200
772,0.466667,0.562396,0.576084
773,0.466667,0.569672,0.587094
774,0.466667,0.594776,0.514219
775,0.466667,0.498656,0.621301
776,0.466667,0.709101,0.728252
777,0.466667,0.652606,0.550367
778,0.466667,0.699772,0.646637
779,0.466667,0.686535,0.722254
780,0.466667,0.667472,0.677372
781,0.466667,0.669111,0.609143
782,0.466667,0.491126,0.501065
783,0.466667,0.686619,0.569350
784,0.466667,0.337701,0.184931
785,0.466667,0.605913,0.564421
786,0.466667,0.415262,0.468779
787,0.466667,0.612585,0.574291
788,0.468333,0.328587,0.322409
789,0.468333,0.585048,0.588698
790,0.468333,0.543964,0.668571
791,0.470000,0.564993,0.603735
792,0.470000,0.486223,0.481726
793,0.470000,0.667915,0.618065
794,0.470000,0.546000,0.481548
795,0.470000,0.507644,0.466972
796,0.471667,0.400780,0.498578
797,0.471667,0.636964,0.659652
798,0.471667,0.506343,0.502638
799,0.471667,0.438957,0.328685
800,0.471667,0.604203,0.622783
801,0.471667,0.466633,0.575097
802,0.471667,0.475165,0.575306
803,0.471667,0.665099,0.625916
804,0.471667,0.706807,0.585684
805,0.471667,0.645608,0.606473
806,0.473333,0.650209,0.562601
807,0.473333,0.671018,0.599792
808,0.473333,0.473485,0.388278
809,0.473333,0.409508,0.382215
810,0.473333,0.609087,0.569799
811,0.475000,0.678428,0.649966
812,0.475000,0.570138,0.536735
813,0.475000,0.693209,0.755117
814,0.475000,0.480252,0.442658
815,0.475000,0.463574,0.640294
816,0.476667,0.360468,0.532381
817,0.476667,0.693036,0.580638
818,0.476667,0.559201,0.686091
819,0.478333,0.659031,0.500100
820,0.478333,0.695097,0.706553
821,0.478333,0.517626,0.468925
