i,target,point,pair
78,0.131667,0.589262,0.526645
79,0.133333,0.815434,0.595379
80,0.133333,0.282091,0.278165
81,0.133333,0.066316,0.123181
82,0.135000,0.443030,0.418326
83,0.135000,0.956285,0.799954
84,0.140000,0.538444,0.489775
85,0.140000,0.647626,0.464634
86,0.141667,0.466566,0.597237
87,0.141667,0.527249,0.407079
88,0.141667,0.490787,0.419818
89,0.145000,0.718764,0.620322
90,0.146667,0.797723,0.733652
91,0.150000,0.116575,0.150722
92,0.151667,0.770177,0.507502
93,0.153333,0.177832,0.243812
94,0.153333,0.223081,0.350912
95,0.153333,0.176434,0.354067
96,0.155000,0.223383,0.258376
97,0.156667,0.433530,0.377002
98,0.158333,0.424740,0.454060
99,0.158333,0.389981,0.552380
100,0.160000,0.546170,0.550766
101,0.160000,0.319282,0.437514
102,0.160000,0.837665,0.632720
103,0.161667,0.453958,0.486696
104,0.163333,0.670555,0.505440
105,0.165000,0.426858,0.430559
106,0.165000,0.604598,0.467415
107,0.165000,0.390706,0.554885
108,0.165000,0.376266,0.412494
109,0.165000,0.531880,0.411982
110,0.166667,0.648042,0.459964
111,0.168333,0.741852,0.603760
112,0.168333,0.307348,0.283309
113,0.168333,0.595523,0.441235
114,0.168333,0.573830,0.622451
115,0.170000,0.830125,0.671454
116,0.170000,0.535748,0.411776
117,0.175000,0.664955,0.474511
118,0.175000,0.450749,0.368568
119,0.175000,0.452190,0.507575
120,0.176667,0.341010,0.339915
121,0.178333,0.578414,0.435501
122,0.180000,0.834242,0.665714
123,0.180000,0.395972,0.290134
124,0.180000,0.477752,0.462805
125,0.181667,0.536303,0.508831
126,0.181667,0.307256,0.317461
127,0.183333,0.467721,0.248536
128,0.183333,0.404527,0.324230
129,0.183333,0.744473,0.505116
130,0.186667,0.496875,0.610908
131,0.186667,0.525874,0.370411
132,0.188333,0.564460,0.376709
133,0.191667,0.504772,0.504530
134,0.191667,0.472534,0.487399
135,0.193333,0.727185,0.550336
136,0.195000,0.396533,0.289112
137,0.198333,0.809009,0.644377
138,0.198333,0.537739,0.378376
139,0.200000,0.447791,0.569550
140,0.200000,0.293327,0.291511
141,0.200000,0.291416,0.319802
142,0.201667,0.474552,0.474836
143,0.203333,0.433358,0.341902
144,0.203333,0.431757,0.431693
145,0.205000,0.188802,0.197526
146,0.205000,0.860804,0.700920
147,0.205000,0.300455,0.327099
148,0.205000,0.256281,0.332052
149,0.206667,0.452349,0.580453
150,0.208333,0.569998,0.604914
151,0.208333,0.562496,0.465934
152,0.208333,0.456913,0.529781
153,0.208333,0.966258,0.757102
154,0.213333,0.545265,0.519643
155,0.213333,0.670876,0.491255
156,0.213333,0.857321,0.669254
157,0.215000,0.721378,0.614338
158,0.215000,0.411305,0.441648
159,0.216667,0.587256,0.483948
160,0.216667,0.891107,0.729485
161,0.216667,0.643350,0.387229
162,0.220000,0.549591,0.562267
163,0.223333,0.735500,0.564703
164,0.223333,0.821011,0.626476
165,0.223333,0.580217,0.597126
166,0.223333,0.565732,0.501404
167,0.225000,0.403297,0.375183
168,0.225000,0.852620,0.680598
169,0.225000,0.202121,0.288939
170,0.225000,0.450258,0.493789
171,0.226667,0.907739,0.709465
172,0.228333,0.821666,0.654541
173,0.230000,0.257815,0.266629
174,0.230000,0.487021,0.497110
175,0.230000,0.510970,0.440275
176,0.230000,0.493299,0.433393
177,0.230000,0.858945,0.693848
178,0.231667,0.242296,0.271454
179,0.231667,0.459841,0.426906
180,0.233333,0.385889,0.384228
181,0.233333,0.344182,0.353699
182,0.235000,0.226692,0.335102
183,0.235000,0.521870,0.507696
184,0.235000,0.100497,0.123504
185,0.236667,0.391229,0.158222
186,0.236667,0.598796,0.501789
187,0.238333,0.782739,0.491765
188,0.240000,0.229923,0.355692
189,0.240000,0.538006,0.448136
190,0.240000,0.409656,0.485369
191,0.241667,0.709560,0.745041
192,0.241667,0.873185,0.701332
193,0.243333,0.839379,0.666241
194,0.243333,0.927919,0.713871
195,0.245000,0.613427,0.481340
196,0.245000,0.239193,0.356689
197,0.248333,0.547449,0.401141
198,0.248333,0.433835,0.328987
199,0.248333,0.333505,0.266546
200,0.248333,0.947005,0.694951
201,0.250000,0.721752,0.537044
202,0.250000,0.365718,0.558869
203,0.250000,0.515901,0.396601
204,0.251667,0.319206,0.437495
205,0.251667,0.298869,0.346609
206,0.253333,0.341647,0.301270
207,0.253333,0.621256,0.548873
208,0.253333,0.943683,0.686512
209,0.253333,0.537397,0.445729
210,0.255000,0.231900,0.241956
211,0.255000,0.906297,0.792379
212,0.258333,0.843344,0.695395
213,0.258333,0.726323,0.540201
214,0.258333,0.474970,0.453056
215,0.258333,0.700772,0.539483
216,0.260000,0.844842,0.504489
217,0.260000,0.645191,0.496253
218,0.260000,0.681575,0.499798
219,0.260000,0.544933,0.487056
220,0.263333,0.920240,0.751968
221,0.266667,0.614889,0.609796
222,0.266667,0.575022,0.497565
223,0.268333,0.516394,0.500534
224,0.268333,0.369690,0.486069
225,0.270000,0.437703,0.448063
226,0.270000,0.720007,0.497996
227,0.270000,0.814094,0.490228
228,0.271667,0.664751,0.476922
229,0.273333,0.370386,0.306087
230,0.273333,0.440352,0.431373
231,0.273333,0.644680,0.548401
232,0.275000,0.339385,0.454346
233,0.275000,0.469819,0.562365
234,0.275000,0.666904,0.528494
235,0.275000,0.717404,0.550136
236,0.276667,0.684926,0.632601
237,0.276667,0.665702,0.596490
238,0.276667,0.857200,0.669229
239,0.278333,0.672569,0.609746
240,0.280000,0.542991,0.550739
241,0.280000,0.338579,0.364052
242,0.281667,0.639432,0.646053
243,0.283333,0.935908,0.703438
244,0.283333,0.503296,0.442262
245,0.283333,0.743660,0.566414
246,0.283333,0.353291,0.342700
247,0.283333,0.736821,0.715675
248,0.283333,0.704800,0.615348
249,0.283333,0.534632,0.443038
250,0.283333,0.799019,0.727095
251,0.285000,0.605645,0.522026
252,0.286667,0.507144,0.445544
253,0.286667,0.807420,0.513962
254,0.286667,0.484027,0.568395
255,0.286667,0.488731,0.579378
256,0.286667,0.397793,0.371813
257,0.286667,0.765657,0.621882
258,0.286667,0.431984,0.440764
259,0.288333,0.501775,0.497632
260,0.288333,0.638560,0.468919
261,0.288333,0.459097,0.370022
262,0.290000,0.370969,0.375046
263,0.290000,0.936002,0.727976
264,0.290000,0.465184,0.416235
265,0.291667,0.360752,0.280231
266,0.291667,0.480380,0.529085
267,0.291667,0.969283,0.811742
268,0.291667,0.597290,0.409599
269,0.293333,0.392040,0.464918
270,0.295000,0.824305,0.644700
271,0.295000,0.178466,0.135121
272,0.296667,0.604265,0.444680
273,0.298333,0.791742,0.619429
274,0.298333,0.750701,0.766591
275,0.298333,0.646783,0.548303
276,0.298333,0.679312,0.673159
277,0.300000,0.861100,0.758551
278,0.300000,0.391461,0.268010
279,0.300000,0.796248,0.809959
280,0.300000,0.504874,0.510320
281,0.300000,0.610284,0.458741
282,0.300000,0.534513,0.414315
283,0.300000,0.292319,0.252398
284,0.301667,0.353335,0.480634
285,0.301667,0.731629,0.625760
286,0.301667,0.759399,0.497631
287,0.301667,0.775873,0.738922
288,0.301667,0.564074,0.563691
289,0.303333,0.540337,0.506498
290,0.305000,0.861717,0.688075
291,0.305000,0.236285,0.330973
292,0.305000,0.446093,0.332816
293,0.305000,0.358814,0.466774
294,0.306667,0.585854,0.450847
295,0.306667,0.862199,0.687354
296,0.308333,0.613502,0.534730
297,0.310000,0.278021,0.286650
298,0.310000,0.461915,0.359408
299,0.310000,0.507879,0.438737
300,0.310000,0.306840,0.337286
301,0.311667,0.415918,0.496458
302,0.311667,0.459684,0.499695
303,0.311667,0.169266,0.218920
304,0.313333,0.569584,0.422451
305,0.315000,0.402230,0.553680
306,0.315000,0.549628,0.413334
307,0.316667,0.428982,0.461138
308,0.316667,0.944585,0.573205
309,0.316667,0.740017,0.581321
310,0.316667,0.340477,0.379022
311,0.316667,0.391332,0.425569
312,0.316667,0.312083,0.301629
313,0.316667,0.950290,0.796601
314,0.316667,0.587259,0.445255
315,0.316667,0.432381,0.531336
316,0.316667,0.782337,0.655320
317,0.316667,0.430553,0.519484
318,0.318333,0.496952,0.472736
319,0.320000,0.461644,0.387546
320,0.320000,0.315848,0.433398
321,0.320000,0.848657,0.706405
322,0.323333,0.380067,0.380346
323,0.323333,0.396708,0.270734
324,0.323333,0.443499,0.362405
325,0.323333,0.398453,0.460939
326,0.325000,0.450754,0.489631
327,0.325000,0.751321,0.594172
328,0.326667,0.435636,0.546647
329,0.326667,0.678910,0.583572
330,0.330000,0.615223,0.756090
331,0.330000,0.698505,0.531243
332,0.330000,0.467372,0.467349
333,0.330000,0.459749,0.442220
334,0.330000,0.895750,0.679616
335,0.331667,0.801693,0.605862
336,0.331667,0.327848,0.468586
337,0.331667,0.873275,0.701090
338,0.333333,0.685703,0.550447
339,0.333333,0.638268,0.421815
340,0.333333,0.591289,0.575869
341,0.333333,0.308009,0.380304
342,0.333333,0.527494,0.576779
343,0.333333,0.460995,0.337644
344,0.335000,0.891797,0.665959
345,0.335000,0.585196,0.574726
346,0.335000,0.511118,0.315353
347,0.335000,0.697177,0.637080
348,0.335000,0.794866,0.496944
349,0.335000,0.786542,0.518984
350,0.336667,0.457666,0.489494
351,0.336667,0.815002,0.569616
352,0.336667,0.614023,0.423502
353,0.336667,0.807306,0.625675
354,0.336667,0.801989,0.629481
355,0.338333,0.616645,0.407505
356,0.338333,0.892934,0.711503
357,0.340000,0.624707,0.429080
358,0.340000,0.587136,0.452948
359,0.340000,0.891905,0.550093
360,0.340000,0.483392,0.512650
361,0.340000,0.558170,0.432369
362,0.340000,0.649319,0.531602
363,0.341667,0.271548,0.287714
364,0.343333,0.470203,0.530822
365,0.343333,0.519766,0.324378
366,0.345000,0.888119,0.677312
367,0.345000,0.593666,0.539361
368,0.345000,0.605187,0.562969
369,0.346667,0.839713,0.599736
370,0.346667,0.416467,0.240314
371,0.346667,0.483848,0.415496
372,0.346667,0.642280,0.531207
373,0.348333,0.559122,0.457351
374,0.348333,0.730799,0.556745
375,0.350000,0.545058,0.487947
376,0.350000,0.887563,0.613515
377,0.350000,0.716171,0.518604
378,0.350000,0.628163,0.438350
379,0.350000,0.522626,0.565798
380,0.350000,0.471469,0.397680
381,0.350000,0.733904,0.529548
382,0.350000,0.641430,0.459119
383,0.350000,0.823851,0.517345
384,0.350000,0.667354,0.618587
385,0.350000,0.557054,0.606410
386,0.350000,0.746335,0.539776
387,0.351667,0.419707,0.355847
388,0.351667,0.682019,0.496295
389,0.351667,0.559217,0.513874
390,0.351667,0.694133,0.539849
391,0.353333,0.601317,0.442698
392,0.353333,0.526730,0.360395
393,0.353333,0.712545,0.503831
394,0.353333,0.641125,0.498089
395,0.355000,0.728160,0.565522
396,0.355000,0.630722,0.567857
397,0.355000,0.751674,0.560640
398,0.355000,0.339867,0.435463
399,0.356667,0.952433,0.762410
400,0.356667,0.610319,0.313748
401,0.356667,0.596895,0.521395
402,0.356667,0.514004,0.433041
403,0.358333,0.787318,0.612465
404,0.360000,0.718894,0.583520
405,0.360000,0.646854,0.552221
406,0.360000,0.580171,0.508303
407,0.360000,0.623017,0.500588
408,0.360000,0.748825,0.544636
409,0.361667,0.270319,0.298422
410,0.361667,0.529376,0.349394
411,0.361667,0.684747,0.558681
412,0.361667,0.543110,0.501203
413,0.363333,0.755758,0.526518
414,0.363333,0.596156,0.386013
415,0.363333,0.672350,0.581728
416,0.363333,0.745896,0.544679
417,0.363333,0.613312,0.534702
418,0.363333,0.656765,0.666760
419,0.363333,0.349834,0.300563
420,0.365000,0.576041,0.492210
421,0.365000,0.353640,0.480659
422,0.365000,0.664306,0.473037
423,0.365000,0.490779,0.557826
424,0.366667,0.858111,0.633191
425,0.366667,0.486468,0.485161
426,0.366667,0.645610,0.472738
427,0.366667,0.596640,0.521360
428,0.366667,0.573810,0.584245
429,0.366667,0.621680,0.527145
430,0.366667,0.889537,0.719134
431,0.366667,0.703471,0.669447
432,0.366667,0.449581,0.381649
433,0.366667,0.393367,0.360477
434,0.368333,0.531511,0.507535
435,0.368333,0.761250,0.552471
436,0.370000,0.599282,0.407958
437,0.370000,0.602820,0.535628
438,0.371667,0.829592,0.583342
439,0.373333,0.737543,0.661842
440,0.373333,0.387996,0.357237
441,0.373333,0.519908,0.562106
442,0.373333,0.290212,0.386376
443,0.373333,0.690579,0.445576
444,0.373333,0.651984,0.411912
445,0.375000,0.768759,0.626459
446,0.375000,0.676868,0.499815
447,0.375000,0.858114,0.685328
448,0.375000,0.338909,0.385481
449,0.375000,0.306453,0.346879
450,0.376667,0.743355,0.480431
451,0.376667,0.730229,0.471610
452,0.376667,0.870164,0.784238
453,0.376667,0.821232,0.577054
454,0.376667,0.765899,0.488632
455,0.378333,0.352812,0.392269
456,0.378333,0.891798,0.550068
457,0.378333,0.845271,0.603097
458,0.378333,0.475061,0.617056
459,0.378333,0.747220,0.413705
460,0.378333,0.879547,0.629571
461,0.380000,0.723762,0.576492
462,0.380000,0.491436,0.557583
463,0.380000,0.491834,0.317363
464,0.380000,0.734004,0.538822
465,0.380000,0.686548,0.559650
466,0.380000,0.615883,0.589063
467,0.380000,0.437528,0.561473
468,0.380000,0.287923,0.330713
469,0.381667,0.731307,0.574862
470,0.381667,0.550114,0.512595
471,0.381667,0.649318,0.531604
472,0.381667,0.538156,0.518735
473,0.381667,0.338264,0.405274
474,0.383333,0.645265,0.629088
475,0.383333,0.623663,0.557835
476,0.383333,0.504599,0.349015
477,0.383333,0.753240,0.655280
478,0.383333,0.712094,0.454461
479,0.383333,0.724753,0.602407
480,0.383333,0.737126,0.637370
481,0.383333,0.691637,0.635475
482,0.383333,0.890661,0.729357
483,0.383333,0.820195,0.666259
484,0.383333,0.628443,0.576277
485,0.383333,0.512483,0.559452
486,0.383333,0.720811,0.711771
487,0.385000,0.211584,0.193206
488,0.385000,0.529055,0.528717
489,0.386667,0.512369,0.559428
490,0.386667,0.632962,0.459813
491,0.386667,0.723540,0.609057
492,0.388333,0.472737,0.506403
493,0.388333,0.247079,0.219917
494,0.388333,0.860142,0.727143
495,0.388333,0.626676,0.576970
496,0.388333,0.413459,0.445431
497,0.390000,0.721110,0.458299
498,0.390000,0.624666,0.540650
499,0.391667,0.622418,0.409480
500,0.391667,0.523172,0.370337
501,0.391667,0.712506,0.528275
502,0.391667,0.898101,0.635376
503,0.391667,0.618518,0.340628
504,0.393333,0.475938,0.562885
505,0.393333,0.779391,0.567555
506,0.393333,0.515504,0.471038
507,0.395000,0.347297,0.354251
508,0.395000,0.569452,0.471559
509,0.395000,0.356992,0.441603
510,0.395000,0.595430,0.570856
511,0.395000,0.405450,0.328409
512,0.395000,0.698261,0.557808
513,0.395000,0.440631,0.395830
514,0.395000,0.617125,0.480778
515,0.395000,0.618983,0.493752
516,0.396667,0.579085,0.357110
517,0.398333,0.791734,0.657798
518,0.398333,0.504479,0.491474
519,0.398333,0.785632,0.513579
520,0.400000,0.492316,0.303633
521,0.400000,0.323215,0.157725
522,0.400000,0.635245,0.583439
523,0.400000,0.710100,0.564168
524,0.400000,0.796745,0.664359
525,0.400000,0.669308,0.557029
526,0.400000,0.574428,0.384222
527,0.400000,0.810269,0.561939
528,0.400000,0.717271,0.605976
529,0.400000,0.483334,0.588187
530,0.400000,0.754801,0.655986
531,0.400000,0.263539,0.330617
532,0.400000,0.407204,0.252784
533,0.400000,0.837097,0.632748
534,0.400000,0.838692,0.643356
535,0.400000,0.558709,0.388148
536,0.400000,0.880412,0.623728
537,0.401667,0.716013,0.628022
538,0.401667,0.933335,0.715982
539,0.401667,0.722136,0.539724
540,0.401667,0.821225,0.577055
541,0.401667,0.639328,0.508516
542,0.401667,0.475779,0.562857
543,0.401667,0.559500,0.587075
544,0.401667,0.512378,0.559427
545,0.403333,0.889079,0.645267
546,0.403333,0.886983,0.640109
547,0.403333,0.328070,0.314286
548,0.403333,0.132542,0.140656
549,0.403333,0.717419,0.667370
550,0.403333,0.623997,0.472292
551,0.405000,0.564473,0.598081
552,0.405000,0.567073,0.408746
553,0.405000,0.578110,0.440288
554,0.405000,0.800606,0.612302
555,0.405000,0.653686,0.666563
556,0.406667,0.658225,0.458972
557,0.406667,0.577248,0.507686
558,0.408333,0.799641,0.598136
559,0.408333,0.722765,0.649029
560,0.408333,0.829276,0.655757
561,0.408333,0.654561,0.502061
562,0.410000,0.605601,0.460249
563,0.410000,0.773179,0.580759
564,0.411667,0.330968,0.367586
565,0.411667,0.693047,0.524332
566,0.411667,0.573389,0.598054
567,0.411667,0.294713,0.515420
568,0.413333,0.503452,0.483472
569,0.413333,0.985089,0.796034
570,0.415000,0.900681,0.618910
571,0.415000,0.497236,0.482992
572,0.415000,0.369282,0.334369
573,0.415000,0.477485,0.417599
574,0.415000,0.673866,0.548115
575,0.415000,0.360505,0.491856
576,0.415000,0.647173,0.608515
577,0.415000,0.742060,0.545920
578,0.415000,0.765595,0.606425
579,0.416667,0.690723,0.771889
580,0.416667,0.623345,0.589991
581,0.416667,0.789559,0.600806
582,0.416667,0.655999,0.463148
583,0.416667,0.532337,0.369910
584,0.416667,0.829136,0.842350
585,0.416667,0.779395,0.513085
586,0.416667,0.918496,0.642641
587,0.416667,0.786661,0.548416
588,0.416667,0.885014,0.631290
589,0.416667,0.855298,0.733893
590,0.416667,0.722028,0.545076
591,0.416667,0.550917,0.425955
592,0.416667,0.676694,0.687882
593,0.416667,0.505838,0.482500
594,0.416667,0.545448,0.368875
595,0.416667,0.765340,0.547021
596,0.416667,0.690590,0.496286
597,0.416667,0.823554,0.660735
598,0.416667,0.680412,0.575728
599,0.416667,0.623395,0.423816
600,0.416667,0.717812,0.496955
601,0.418333,0.351106,0.474392
602,0.418333,0.789990,0.654827
603,0.418333,0.766711,0.579555
604,0.418333,0.786389,0.551687
605,0.418333,0.851868,0.567752
606,0.420000,0.567791,0.558614
607,0.420000,0.435888,0.460323
608,0.420000,0.753229,0.568812
609,0.420000,0.827539,0.685800
610,0.420000,0.589330,0.535032
611,0.420000,0.519080,0.381689
612,0.421667,0.750549,0.689206
613,0.421667,0.381540,0.428542
614,0.421667,0.498904,0.441820
615,0.421667,0.734821,0.569486
616,0.421667,0.879463,0.764110
617,0.423333,0.507092,0.408540
618,0.423333,0.687744,0.625586
619,0.425000,0.668769,0.463937
620,0.425000,0.776905,0.566925
621,0.425000,0.745591,0.481175
622,0.425000,0.445058,0.298337
623,0.425000,0.489362,0.588031
624,0.425000,0.531981,0.393923
625,0.425000,0.621363,0.599154
626,0.426667,0.534828,0.390133
627,0.426667,0.535313,0.555115
628,0.426667,0.495570,0.503876
629,0.426667,0.503453,0.483473
630,0.426667,0.306887,0.383314
631,0.428333,0.595352,0.371218
632,0.428333,0.486417,0.345976
633,0.428333,0.387562,0.503744
634,0.428333,0.426920,0.188483
635,0.428333,0.782130,0.555745
636,0.430000,0.755961,0.571511
637,0.430000,0.630782,0.451211
638,0.430000,0.803651,0.668400
639,0.431667,0.617559,0.456087
640,0.431667,0.534065,0.498448
641,0.431667,0.621434,0.633847
642,0.431667,0.638567,0.487242
643,0.431667,0.265577,0.195260
644,0.431667,0.731307,0.656808
645,0.433333,0.840478,0.763510
646,0.433333,0.516576,0.549793
647,0.433333,0.949027,0.796803
648,0.433333,0.793691,0.659360
649,0.433333,0.609137,0.588544
650,0.433333,0.639605,0.517094
651,0.433333,0.864490,0.832709
652,0.433333,0.436437,0.216197
653,0.433333,0.689115,0.449797
654,0.433333,0.713166,0.499581
655,0.433333,0.676583,0.568624
656,0.433333,0.831758,0.717998
657,0.433333,0.626955,0.385490
658,0.433333,0.657072,0.578388
659,0.433333,0.713089,0.574670
660,0.435000,0.541670,0.531903
661,0.435000,0.501135,0.534284
662,0.435000,0.876096,0.601594
663,0.435000,0.675942,0.584428
664,0.436667,0.707825,0.608195
665,0.436667,0.408614,0.456320
666,0.436667,0.616419,0.622915
667,0.436667,0.802212,0.589376
668,0.438333,0.547746,0.493866
669,0.438333,0.536050,0.447343
670,0.438333,0.625755,0.619040
671,0.438333,0.901975,0.668331
672,0.438333,0.661830,0.528226
673,0.438333,0.509318,0.559270
674,0.438333,0.596985,0.432271
675,0.440000,0.606666,0.534204
676,0.440000,0.762869,0.524136
677,0.440000,0.827672,0.672676
678,0.441667,0.704915,0.718297
679,0.441667,0.715717,0.577373
680,0.441667,0.632404,0.474913
681,0.441667,0.300879,0.361613
682,0.441667,0.693797,0.594715
683,0.443333,0.643617,0.446177
684,0.443333,0.469512,0.431469
685,0.443333,0.900348,0.729105
686,0.443333,0.665407,0.667114
687,0.443333,0.860201,0.604977
688,0.445000,0.516765,0.549820
689,0.445000,0.439694,0.404352
690,0.445000,0.805970,0.636883
691,0.446667,0.610049,0.497995
692,0.446667,0.642109,0.514280
693,0.446667,0.572508,0.455619
694,0.446667,0.962329,0.779346
695,0.446667,0.917480,0.725698
696,0.446667,0.711540,0.609157
697,0.446667,0.878523,0.583561
698,0.448333,0.713542,0.576135
699,0.448333,0.880678,0.576638
700,0.450000,0.653211,0.506232
701,0.450000,0.680143,0.474235
702,0.450000,0.517579,0.486919
703,0.450000,0.624416,0.540619
704,0.450000,0.707474,0.606212
705,0.450000,0.810931,0.635134
706,0.450000,0.475870,0.351513
707,0.450000,0.887144,0.619808
708,0.450000,0.800269,0.613342
709,0.450000,0.668696,0.463937
710,0.450000,0.841390,0.730773
711,0.450000,0.797698,0.709568
712,0.450000,0.608408,0.481341
713,0.450000,0.917248,0.759802
714,0.450000,0.812204,0.518804
715,0.450000,0.815605,0.609825
716,0.450000,0.635379,0.363359
717,0.450000,0.899688,0.743421
718,0.450000,0.733105,0.540766
719,0.450000,0.564372,0.549015
720,0.450000,0.914808,0.805061
721,0.451667,0.616029,0.589089
722,0.451667,0.449083,0.264569
723,0.451667,0.512780,0.455460
724,0.451667,0.630131,0.541824
725,0.451667,0.801024,0.637013
726,0.453333,0.858812,0.654505
727,0.453333,0.706504,0.507661
728,0.453333,0.737188,0.629259
729,0.453333,0.827258,0.713506
730,0.455000,0.774255,0.658683
731,0.455000,0.848114,0.647455
732,0.455000,0.679306,0.523157
733,0.455000,0.770659,0.661494
734,0.455000,1.000000,0.950969
735,0.456667,0.690333,0.700342
736,0.456667,0.689151,0.634600
737,0.456667,0.833440,0.642314
738,0.456667,0.652911,0.416824
739,0.456667,0.849284,0.845638
740,0.458333,0.963303,0.807736
741,0.458333,0.669643,0.518999
742,0.458333,0.734825,0.453241
743,0.458333,0.817313,0.576126
744,0.458333,0.668089,0.669722
745,0.458333,0.663881,0.521429
746,0.460000,0.949143,0.758016
747,0.460000,0.713475,0.648870
748,0.460000,0.786690,0.609340
749,0.460000,0.730939,0.534392
750,0.460000,0.773837,0.480229
751,0.460000,0.868179,0.619021
752,0.460000,0.746179,0.467057
753,0.460000,0.747393,0.595993
754,0.460000,0.831612,0.717971
755,0.461667,0.764774,0.474036
756,0.461667,0.904896,0.725518
757,0.461667,0.945348,0.781605
758,0.461667,0.608881,0.638997
759,0.461667,0.507628,0.408489
760,0.461667,0.875055,0.590071
761,0.463333,0.892074,0.698436
762,0.463333,0.857016,0.692419
763,0.463333,0.898500,0.790163
764,0.463333,0.591135,0.433685
765,0.465000,0.883843,0.697893
766,0.465000,0.587387,0.600983
767,0.465000,0.827566,0.526727
768,0.465000,0.897868,0.748922
769,0.466667,0.770042,0.619388
770,0.466667,0.921629,0.780850
771,0.466667,0.617740,0.457803
772,0.466667,0.535432,0.555138
773,0.466667,0.558426,0.569922
774,0.466667,0.711226,0.463253
775,0.466667,0.846088,0.625184
776,0.466667,0.910824,0.694554
777,0.466667,0.879249,0.582675
778,0.466667,0.959133,0.812225
779,0.466667,0.806728,0.734190
780,0.466667,0.695041,0.614340
781,0.466667,0.854090,0.651267
782,0.466667,0.754170,0.532865
783,0.466667,0.806435,0.709955
784,0.466667,0.358407,0.295339
785,0.466667,0.934973,0.803049
786,0.466667,0.673048,0.494007
787,0.466667,0.874011,0.612172
788,0.468333,0.178115,0.118161
789,0.468333,0.704773,0.671143
790,0.468333,0.900751,0.695275
791,0.470000,0.667110,0.433078
792,0.470000,0.599543,0.450116
793,0.470000,0.784262,0.588855
794,0.470000,0.859435,0.681419
795,0.470000,0.583015,0.454612
796,0.471667,0.781849,0.622290
797,0.471667,0.871486,0.650940
798,0.471667,0.663105,0.598509
799,0.471667,0.475324,0.394588
800,0.471667,0.768665,0.503244
801,0.471667,0.732661,0.594527
802,0.471667,0.812679,0.569304
803,0.471667,0.627766,0.461121
804,0.471667,0.951736,0.740103
805,0.471667,0.790016,0.472914
806,0.473333,0.716710,0.574444
807,0.473333,0.904849,0.687890
808,0.473333,0.640684,0.488109
809,0.473333,0.434021,0.290071
810,0.473333,0.759147,0.613182
811,0.475000,0.930195,0.623608
812,0.475000,0.756259,0.583158
813,0.475000,0.889017,0.615301
814,0.475000,0.504055,0.317346
815,0.475000,0.225079,0.344646
816,0.476667,0.796369,0.692603
817,0.476667,0.905771,0.741280
818,0.476667,0.694767,0.474217
819,0.478333,0.920903,0.690711
820,0.478333,0.844252,0.760288
821,0.478333,0.355719,0.236212
