i,target,point,pair
399,0.652504,0.595187,0.523633
400,0.652504,0.379864,0.453674
401,0.654021,0.379610,0.435353
402,0.655539,0.600545,0.504429
403,0.657056,0.348511,0.412281
404,0.657815,0.438320,0.465429
405,0.657967,0.530555,0.492089
406,0.658574,0.494138,0.533484
407,0.658574,0.587081,0.561578
408,0.660850,0.528113,0.526854
409,0.660850,0.620987,0.491488
410,0.661760,0.517917,0.487653
411,0.662898,0.484580,0.511762
412,0.663126,0.407399,0.375300
413,0.663126,0.493012,0.496074
414,0.664416,0.558346,0.555924
415,0.665326,0.536374,0.559379
416,0.666161,0.712554,0.527733
417,0.666161,0.595070,0.525527
418,0.666161,0.601035,0.543044
419,0.667678,0.601274,0.533941
420,0.667678,0.470084,0.498793
421,0.669196,0.592869,0.576418
422,0.669196,0.592872,0.576398
423,0.669954,0.601033,0.543255
424,0.669954,0.587083,0.561542
425,0.669954,0.595692,0.515239
426,0.670258,0.638068,0.564494
427,0.672231,0.490010,0.557999
428,0.672231,0.719884,0.689690
429,0.672231,0.472270,0.505342
430,0.672989,0.565547,0.494647
431,0.672989,0.726119,0.579683
432,0.672989,0.691982,0.572065
433,0.672989,0.307737,0.435304
434,0.675266,0.472421,0.479665
435,0.675266,0.575320,0.584855
436,0.675873,0.630930,0.562335
437,0.676783,0.482975,0.422030
438,0.676783,0.661317,0.544570
439,0.676783,0.591833,0.516159
440,0.676783,0.570209,0.589939
441,0.677086,0.677671,0.514472
442,0.677542,0.428428,0.478813
443,0.677542,0.575005,0.590063
444,0.677542,0.428210,0.482278
445,0.678452,0.562884,0.537340
446,0.679287,0.487002,0.496307
447,0.679818,0.661966,0.522184
448,0.679818,0.428335,0.480556
449,0.680577,0.663896,0.515946
450,0.681335,0.464216,0.397601
451,0.681563,0.435960,0.473607
452,0.681639,0.609729,0.585635
453,0.682094,0.699435,0.562320
454,0.682853,0.443145,0.475236
455,0.683384,0.563616,0.530143
456,0.683612,0.622363,0.596669
457,0.683612,0.383433,0.475273
458,0.684294,0.530361,0.556737
459,0.684370,0.490678,0.473013
460,0.684370,0.537279,0.484370
461,0.684370,0.490784,0.477603
462,0.685129,0.588493,0.544979
463,0.685129,0.725800,0.572191
464,0.685584,0.502610,0.492904
465,0.685888,0.743608,0.584958
466,0.686646,0.587217,0.560023
467,0.686646,0.595206,0.509618
468,0.686646,0.473732,0.498689
469,0.686646,0.756658,0.590698
470,0.687405,0.563058,0.538851
471,0.687405,0.612264,0.610177
472,0.687405,0.667360,0.542033
473,0.687405,0.607518,0.542223
474,0.688164,0.510861,0.532000
475,0.688695,0.422538,0.468112
476,0.688695,0.735911,0.617721
477,0.689074,0.490660,0.478919
478,0.689681,0.670405,0.654434
479,0.689681,0.627763,0.490393
480,0.691199,0.632714,0.597182
481,0.691654,0.480583,0.478490
482,0.691958,0.407708,0.484956
483,0.692109,0.601274,0.492116
484,0.692868,0.562884,0.537340
485,0.693475,0.593005,0.574540
486,0.693475,0.539297,0.539283
487,0.693475,0.645881,0.586958
488,0.694082,0.541387,0.547506
489,0.694992,0.632717,0.597148
490,0.695751,0.638346,0.530508
491,0.696510,0.612251,0.609782
492,0.696510,0.607947,0.546644
493,0.696510,0.527964,0.486197
494,0.697269,0.544857,0.519230
495,0.697269,0.667393,0.582837
496,0.698027,0.724256,0.624374
497,0.698027,0.883689,0.583313
498,0.698786,0.594657,0.537193
499,0.698786,0.558432,0.532835
500,0.698786,0.567690,0.545639
501,0.698786,0.520530,0.550756
502,0.698786,0.619170,0.563934
503,0.699545,0.624867,0.542191
504,0.699545,0.714435,0.578447
505,0.700303,0.606070,0.507192
506,0.700303,0.707647,0.631660
507,0.700379,0.520049,0.510395
508,0.701062,0.661670,0.548697
509,0.701062,0.525198,0.513716
510,0.701366,0.500460,0.515178
511,0.701821,0.556855,0.545771
512,0.701821,0.628032,0.594856
513,0.701821,0.559581,0.601975
514,0.701821,0.482046,0.489475
515,0.702580,0.668767,0.612830
516,0.702580,0.587738,0.535290
517,0.702580,0.428118,0.483940
518,0.703338,0.632841,0.594765
519,0.703338,0.789081,0.629039
520,0.703338,0.621877,0.596975
521,0.703945,0.577377,0.527992
522,0.703945,0.577377,0.527992
523,0.704097,0.602792,0.585326
524,0.704856,0.579029,0.570623
525,0.705615,0.461898,0.419250
526,0.706373,0.660706,0.555460
527,0.706373,0.665565,0.563352
528,0.707132,0.633919,0.486797
529,0.707132,0.532858,0.529038
530,0.707663,0.762402,0.722899
531,0.709181,0.602930,0.558498
532,0.709408,0.631961,0.648506
533,0.710167,0.579172,0.473904
534,0.710167,0.512918,0.490018
535,0.710926,0.525881,0.471319
536,0.710926,0.683462,0.563508
537,0.711684,0.509552,0.526089
538,0.711684,0.773716,0.590379
539,0.711684,0.533000,0.527837
540,0.711836,0.441608,0.507921
541,0.712443,0.428209,0.482154
542,0.712443,0.679908,0.638859
543,0.712443,0.671344,0.579007
544,0.712443,0.680562,0.594059
545,0.713961,0.821621,0.636156
546,0.713961,0.707649,0.631503
547,0.714719,0.649065,0.580699
548,0.714719,0.521266,0.536161
549,0.715478,0.603854,0.582076
550,0.715630,0.661249,0.630106
551,0.716237,0.612126,0.611127
552,0.716692,0.473796,0.510323
553,0.717147,0.680562,0.594059
554,0.718513,0.531670,0.543711
555,0.719272,0.640468,0.562891
556,0.719954,0.456535,0.516857
557,0.720030,0.555891,0.575845
558,0.721548,0.542005,0.557154
559,0.721548,0.687677,0.557431
560,0.721548,0.414253,0.484483
561,0.721548,0.660998,0.576915
562,0.722003,0.644393,0.510738
563,0.722307,0.509538,0.525994
564,0.722534,0.597358,0.585903
565,0.723824,0.644091,0.584718
566,0.723824,0.618259,0.538084
567,0.724583,0.561162,0.523520
568,0.724583,0.501456,0.508346
569,0.724583,0.560547,0.581466
570,0.726100,0.914411,0.614804
571,0.726100,0.634970,0.553948
572,0.727162,0.558302,0.545504
573,0.728376,0.663650,0.639480
574,0.728376,0.617090,0.558792
575,0.728376,0.667780,0.578760
576,0.728376,0.700554,0.713829
577,0.728756,0.728988,0.613380
578,0.729135,0.778324,0.632759
579,0.729135,0.691659,0.556053
580,0.729135,0.510138,0.531370
581,0.729818,0.461546,0.492369
582,0.729894,0.543591,0.557648
583,0.730653,0.700552,0.714046
584,0.731411,0.707695,0.630471
585,0.731411,0.667441,0.581905
586,0.731411,0.733858,0.671153
587,0.731411,0.659410,0.550424
588,0.731411,0.733857,0.671153
589,0.731411,0.618269,0.613270
590,0.732170,0.579987,0.508187
591,0.732398,0.828593,0.694234
592,0.732929,0.780027,0.629097
593,0.732929,0.454291,0.501452
594,0.732929,0.725630,0.604293
595,0.733687,0.490700,0.532276
596,0.734446,0.672444,0.659070
597,0.734446,0.788366,0.753016
598,0.734446,0.662176,0.579419
599,0.734446,0.514620,0.504263
600,0.735205,0.580636,0.541317
601,0.735964,0.606112,0.572576
602,0.736722,0.640246,0.645753
603,0.738240,0.645488,0.652997
604,0.738240,0.939069,0.649316
605,0.739757,0.708505,0.652232
606,0.739757,0.556493,0.587301
607,0.739757,0.687018,0.632143
608,0.741275,0.500979,0.522849
609,0.741502,0.710306,0.638107
610,0.742033,0.750299,0.690817
611,0.742792,0.592817,0.605916
612,0.743020,0.634857,0.614666
613,0.743323,0.661619,0.626874
614,0.743551,0.720863,0.693065
615,0.743551,0.701835,0.635027
616,0.744310,0.537475,0.551210
617,0.745068,0.650294,0.632068
618,0.745827,0.657143,0.594411
619,0.747344,0.631974,0.647762
620,0.747344,0.747483,0.687904
621,0.747951,0.851051,0.695742
622,0.748103,0.725958,0.639668
623,0.748103,0.676725,0.617649
624,0.748103,0.522190,0.540624
625,0.748862,0.671128,0.566248
626,0.749621,0.576931,0.560586
627,0.750379,0.690315,0.711617
628,0.750531,0.617921,0.575194
629,0.751138,0.613935,0.563354
630,0.752656,0.616301,0.560866
631,0.754097,0.597411,0.559194
632,0.754173,0.631281,0.557563
633,0.754173,0.633716,0.605780
634,0.755690,0.701750,0.634070
635,0.755690,0.739812,0.615926
636,0.755690,0.730793,0.609590
637,0.757208,0.585401,0.562360
638,0.757208,0.702840,0.695201
639,0.757208,0.608699,0.594120
640,0.757663,0.660491,0.605192
641,0.758649,0.462207,0.509995
642,0.758725,0.635175,0.593276
643,0.758725,0.632460,0.591347
644,0.758725,0.575716,0.560680
645,0.758725,0.722402,0.620187
646,0.758725,0.937439,0.770585
647,0.759484,0.693219,0.558978
648,0.761760,0.522258,0.559152
649,0.762519,0.614833,0.612207
650,0.762519,0.537336,0.553145
651,0.763278,0.632690,0.604405
652,0.764795,0.672938,0.643676
653,0.764795,0.596581,0.523997
654,0.764795,0.714161,0.714640
655,0.764795,0.677634,0.655689
656,0.764795,0.633850,0.603309
657,0.765857,0.745509,0.723482
658,0.766313,0.616562,0.559236
659,0.767071,0.684885,0.637949
660,0.767223,0.810427,0.770551
661,0.767830,0.600072,0.601443
662,0.768589,0.616464,0.612632
663,0.768589,0.700121,0.614344
664,0.769347,0.701704,0.626186
665,0.769499,0.793132,0.725002
666,0.769651,0.618920,0.530470
667,0.770106,0.634214,0.577470
668,0.770865,0.750366,0.706024
669,0.773141,0.722752,0.606181
670,0.773900,0.629503,0.626750
671,0.773900,0.616438,0.612782
672,0.774659,0.735935,0.615035
673,0.775417,0.629735,0.619644
674,0.776176,0.633719,0.605785
675,0.776176,0.754126,0.752065
676,0.776935,0.822347,0.678147
677,0.776935,0.704881,0.697366
678,0.778452,0.537205,0.555323
679,0.778452,0.747226,0.650251
680,0.778452,0.721143,0.696634
681,0.778452,0.718158,0.701978
682,0.778452,0.678796,0.601337
683,0.779211,0.671209,0.627603
684,0.779970,0.645133,0.608791
685,0.781487,0.634293,0.582121
686,0.781487,0.586283,0.586901
687,0.781487,0.643454,0.627519
688,0.781487,0.669184,0.665261
689,0.781487,0.537577,0.549139
690,0.781487,0.689512,0.607749
691,0.782246,0.557661,0.574631
692,0.782246,0.629758,0.620537
693,0.782246,0.690998,0.620550
694,0.783005,0.559575,0.600982
695,0.783005,0.677224,0.616122
696,0.783005,0.693722,0.604902
697,0.784522,0.777108,0.662973
698,0.785281,0.537441,0.551191
699,0.786039,0.666388,0.663931
700,0.786039,0.751967,0.637809
701,0.786039,0.792767,0.670421
702,0.786950,0.788876,0.659554
703,0.787557,0.777108,0.662974
704,0.787557,0.677075,0.642002
705,0.788316,0.679784,0.642389
706,0.788316,0.743761,0.707100
707,0.789833,0.629627,0.623509
708,0.789833,0.719130,0.676462
709,0.791351,0.676656,0.617605
710,0.791351,0.702254,0.689373
711,0.791351,0.660517,0.637527
712,0.792109,0.725963,0.639994
713,0.792489,0.854849,0.768620
714,0.793627,0.699205,0.682576
715,0.793703,0.774982,0.656990
716,0.795903,0.774390,0.642997
717,0.795903,0.700608,0.685277
718,0.795903,0.775112,0.656520
719,0.796662,0.739175,0.698091
720,0.797420,0.727678,0.623464
721,0.797420,0.624384,0.607749
722,0.798179,0.650165,0.615437
723,0.798179,0.777726,0.651241
724,0.798407,0.790082,0.754028
725,0.799697,0.755875,0.671860
726,0.799697,0.674169,0.655328
727,0.799697,0.725099,0.642052
728,0.799697,0.653950,0.627851
729,0.801214,0.745025,0.701581
730,0.801973,0.694981,0.642910
731,0.803490,0.725911,0.640718
732,0.803490,0.784227,0.764460
733,0.804249,0.769555,0.699849
734,0.804249,0.728890,0.632511
735,0.805008,0.785300,0.760623
736,0.805387,0.616410,0.584519
737,0.805766,0.648946,0.615410
738,0.806373,0.834883,0.748042
739,0.807284,0.727170,0.680547
740,0.807284,0.743973,0.700805
741,0.808042,0.679650,0.669820
742,0.810319,0.679627,0.655008
743,0.810319,0.682668,0.633773
744,0.811077,0.774981,0.656980
745,0.811836,0.890283,0.732066
746,0.812595,0.703266,0.659581
747,0.812595,0.688317,0.670043
748,0.813354,0.625669,0.626377
749,0.813657,0.733066,0.583747
750,0.815326,0.750664,0.695537
751,0.815630,0.647722,0.615006
752,0.815630,0.876465,0.789471
753,0.815630,0.715739,0.687136
754,0.815630,0.650123,0.604784
755,0.815630,0.679786,0.642399
756,0.817147,0.707352,0.638815
757,0.817147,0.547361,0.572059
758,0.817906,0.704877,0.696293
759,0.817906,0.730544,0.689920
760,0.817906,0.845109,0.839283
761,0.818892,0.808672,0.727918
762,0.819423,0.720631,0.688673
763,0.819423,0.800114,0.759372
764,0.819423,0.707322,0.634475
765,0.819423,0.689946,0.670387
766,0.819423,0.774186,0.724986
767,0.820182,0.774291,0.699196
768,0.821700,0.802629,0.788380
769,0.823976,0.725910,0.640884
770,0.823976,0.738985,0.653854
771,0.824734,0.699431,0.668065
772,0.825493,0.783476,0.745647
773,0.825493,0.774234,0.723412
774,0.825493,0.772794,0.659968
775,0.826252,0.700829,0.687154
776,0.827011,0.688640,0.678977
777,0.827011,0.719790,0.685161
778,0.827011,0.653814,0.630260
779,0.827011,0.653817,0.630249
780,0.828528,0.699434,0.668059
781,0.829287,0.735944,0.652118
782,0.830046,0.775706,0.748014
783,0.830046,0.773429,0.753161
784,0.832322,0.731421,0.708515
785,0.832322,0.836587,0.807225
786,0.832777,0.567266,0.493553
787,0.833080,0.817999,0.765562
788,0.833080,0.760798,0.696827
789,0.833080,0.699556,0.664658
790,0.834598,0.738310,0.724025
791,0.834598,0.769236,0.698866
792,0.834598,0.716190,0.638648
793,0.835357,0.687442,0.689951
794,0.838392,0.798762,0.748268
795,0.841426,0.769888,0.742656
796,0.842185,0.746412,0.701191
797,0.842944,0.821805,0.804755
798,0.842944,0.723011,0.673037
799,0.844461,0.771269,0.745099
800,0.844765,0.750929,0.692294
801,0.845220,0.763695,0.693797
802,0.845979,0.804023,0.764523
803,0.846737,0.694282,0.680546
804,0.847496,0.807726,0.751029
805,0.848255,0.770511,0.788007
806,0.849014,0.748667,0.683716
807,0.849014,0.847087,0.724366
808,0.849772,0.814331,0.757266
809,0.849772,0.737829,0.717759
810,0.849772,0.808450,0.686844
811,0.849772,0.956102,0.824164
812,0.850531,0.849178,0.818372
813,0.852504,0.496804,0.432029
814,0.852807,0.721810,0.672777
815,0.856601,0.990187,0.857037
816,0.858118,0.767382,0.743304
817,0.858118,0.759519,0.729897
818,0.858877,0.777540,0.697828
819,0.861912,0.761122,0.730021
820,0.861912,0.835034,0.762168
821,0.863429,0.928588,0.798000
