i,target,point,pair
162,0.710605,0.121734,0.390188
163,0.710978,0.090145,0.139162
164,0.710978,0.104413,0.374476
165,0.711352,0.190408,0.318839
166,0.712099,0.121734,0.232003
167,0.712099,0.705969,0.309097
168,0.713966,0.424866,0.301653
169,0.713966,0.237040,0.307753
170,0.715086,0.237192,0.316301
171,0.715833,0.084491,0.193441
172,0.716580,0.190565,0.331514
173,0.716953,0.190453,0.300223
174,0.716953,0.190451,0.325143
175,0.716953,0.157368,0.272579
176,0.716953,0.132699,0.343966
177,0.717700,0.015182,0.450697
178,0.717700,0.078038,0.300294
179,0.717700,0.157348,0.336025
180,0.718073,0.143444,0.358917
181,0.718073,0.306805,0.324098
182,0.718073,0.190456,0.310281
183,0.718447,0.020375,0.463310
184,0.718820,0.063409,0.224522
185,0.719567,0.190451,0.324753
186,0.720314,0.121734,0.393149
187,0.721060,0.190581,0.364296
188,0.721807,0.073225,0.275277
189,0.721807,0.424870,0.311017
190,0.721807,1.999900,0.620459
191,0.722554,0.104429,0.398277
192,0.723674,0.236965,0.343424
193,0.724048,0.157373,0.375928
194,0.724421,0.236965,0.298143
195,0.724795,0.132649,0.353406
196,0.725168,0.157477,0.392900
197,0.726662,0.157475,0.381584
198,0.727782,0.063390,0.262593
199,0.728155,0.104422,0.419727
200,0.728902,0.121706,0.330505
201,0.729276,0.190408,0.361436
202,0.729276,0.113359,0.370997
203,0.730022,0.236971,0.323226
204,0.730396,0.157368,0.324943
205,0.731143,0.058364,0.284626
206,0.731889,0.121715,0.404631
207,0.731889,0.306908,0.480327
208,0.732263,0.143442,0.359663
209,0.732636,0.190462,0.310445
210,0.734503,0.157346,0.379299
211,0.735250,0.104429,0.401181
212,0.735624,0.157446,0.347588
213,0.735624,0.090166,0.363160
214,0.737117,0.097710,0.388619
215,0.737117,0.157389,0.336232
216,0.737117,0.424893,0.418387
217,0.738611,0.306819,0.437212
218,0.739358,0.104447,0.408069
219,0.740105,0.306915,0.365387
220,0.740478,0.132649,0.397269
221,0.741972,0.078100,0.352623
222,0.742718,0.157389,0.335699
223,0.743465,0.237040,0.491926
224,0.744586,0.157341,0.321044
225,0.745706,0.113359,0.415250
226,0.745706,0.157348,0.354358
227,0.746079,0.063388,0.262726
228,0.746079,0.084605,0.406045
229,0.746079,0.078088,0.380887
230,0.746079,0.236971,0.453435
231,0.747199,0.025970,0.476453
232,0.748320,0.090145,0.416062
233,0.749813,0.132649,0.387146
234,0.750560,0.190446,0.389677
235,0.750560,0.190408,0.470342
236,0.750934,0.000000,0.269810
237,0.751307,0.424870,0.429168
238,0.752054,0.032011,0.491159
239,0.753174,0.104416,0.386318
240,0.753174,0.090145,0.412878
241,0.753921,0.306810,0.438293
242,0.753921,0.113348,0.355973
243,0.754668,0.190446,0.378660
244,0.757282,0.190451,0.508166
245,0.759522,0.132647,0.429130
246,0.759522,0.157357,0.407490
247,0.760642,0.000000,0.269451
248,0.761016,0.113359,0.388009
249,0.761016,0.190492,0.408879
250,0.761763,0.157384,0.381241
251,0.761763,0.157359,0.455421
252,0.762509,0.306912,0.411335
253,0.763256,0.236967,0.455578
254,0.763630,0.015182,0.449764
255,0.765123,0.190496,0.534955
256,0.765123,0.237033,0.406246
257,0.765870,0.157455,0.421827
258,0.766617,0.157364,0.525102
259,0.768111,0.157375,0.414325
260,0.768484,0.020375,0.461983
261,0.768484,0.132640,0.425725
262,0.768857,0.190405,0.473512
263,0.770724,0.001617,0.423949
264,0.772218,0.190442,0.423558
265,0.772591,0.190442,0.424083
266,0.772591,0.236974,0.343559
267,0.772965,0.132638,0.414093
268,0.774459,0.113329,0.444081
269,0.775205,0.237040,0.465927
270,0.776326,0.157355,0.442072
271,0.776699,0.132644,0.542298
272,0.777072,0.157343,0.491714
273,0.777819,0.157352,0.441479
274,0.778193,0.306801,0.423825
275,0.779313,0.705985,0.436308
276,0.779686,0.132633,0.453105
277,0.780060,0.121725,0.583309
278,0.781180,0.062333,0.572869
279,0.781553,0.053599,0.551328
280,0.781927,0.157352,0.442760
281,0.782300,0.132644,0.509778
282,0.783420,0.132635,0.459627
283,0.783420,0.157373,0.468586
284,0.783420,0.097667,0.450530
285,0.786408,0.132635,0.460224
286,0.786408,0.236962,0.441378
287,0.786781,0.143432,0.641336
288,0.787528,0.078109,0.429563
289,0.788275,0.113329,0.477953
290,0.789022,0.424916,0.516584
291,0.789022,0.132635,0.461495
292,0.789022,0.113329,0.478544
293,0.789022,0.113329,0.479788
294,0.789022,0.097665,0.462241
295,0.789022,0.054536,0.371225
296,0.789395,0.190405,0.459060
297,0.790142,0.045727,0.530036
298,0.790515,0.121718,0.600435
299,0.790889,0.132635,0.461445
300,0.792382,0.132690,0.459604
301,0.793129,0.121738,0.570602
302,0.793503,0.190574,0.479893
303,0.793876,0.132635,0.465723
304,0.794623,0.084555,0.479940
305,0.794996,0.306878,0.535627
306,0.794996,0.067471,0.544159
307,0.795370,0.190446,0.605370
308,0.796117,0.121752,0.635061
309,0.796490,0.113354,0.527353
310,0.796863,0.113329,0.480364
311,0.796863,0.032011,0.496500
312,0.797610,0.097667,0.495977
313,0.798730,0.097667,0.497770
314,0.799104,0.104443,0.616111
315,0.799104,0.157361,0.482922
316,0.799477,0.190562,0.654225
317,0.799477,0.113313,0.484083
318,0.801344,0.038569,0.511684
319,0.801718,0.073300,0.496988
320,0.802465,0.307026,0.511654
321,0.802465,0.132644,0.500723
322,0.803211,0.097667,0.497724
323,0.803585,0.306812,0.583699
324,0.803958,0.132651,0.507503
325,0.804705,0.097701,0.544196
326,0.805825,0.084555,0.513909
327,0.806572,0.190451,0.487525
328,0.806945,0.237042,0.637244
329,0.807692,0.237121,0.515298
330,0.808813,0.424954,0.514119
331,0.808813,0.025970,0.480577
332,0.809186,0.306880,0.552560
333,0.809933,0.121736,0.588472
334,0.810306,0.058298,0.490882
335,0.810680,0.424870,0.576542
336,0.811426,0.237019,0.588132
337,0.811800,0.132649,0.513697
338,0.813667,0.306880,0.447489
339,0.814040,0.132651,0.520945
340,0.815161,0.306878,0.570410
341,0.817028,0.143442,0.670646
342,0.818895,0.097608,0.524593
343,0.820015,0.097679,0.541182
344,0.820015,0.236967,0.598298
345,0.820762,0.190437,0.466209
346,0.821509,0.090143,0.604706
347,0.821882,0.424914,0.587273
348,0.822629,0.236969,0.592711
349,0.825990,0.306844,0.586389
350,0.827483,0.143439,0.691391
351,0.827483,0.236990,0.587633
352,0.827857,0.157505,0.448964
353,0.828603,0.190642,0.629627
354,0.830097,0.121738,0.667237
355,0.831217,0.121745,0.672938
356,0.831964,0.090143,0.604571
357,0.831964,0.090143,0.603293
358,0.833084,0.424964,0.544901
359,0.833831,0.067571,0.608571
360,0.834205,0.157355,0.617075
361,0.834578,0.237094,0.588488
362,0.835698,0.121711,0.665855
363,0.835698,0.104436,0.636664
364,0.835698,0.104404,0.651944
365,0.836072,0.157530,0.584107
366,0.836819,0.157389,0.695520
367,0.836819,0.104418,0.682441
368,0.837192,0.706031,0.656100
369,0.838312,0.306883,0.607746
370,0.838686,0.157346,0.624963
371,0.839432,0.121736,0.687778
372,0.839432,0.424907,0.628830
373,0.840179,0.143437,0.712350
374,0.840179,0.132717,0.548903
375,0.840179,0.104436,0.638504
376,0.840926,0.306837,0.638700
377,0.840926,0.132692,0.545277
378,0.841673,0.307026,0.546669
379,0.844287,0.121743,0.675392
380,0.845034,0.236990,0.652970
381,0.845407,0.121743,0.675114
382,0.846527,0.104434,0.718711
383,0.848394,0.143423,0.724500
384,0.848394,0.171773,0.752497
385,0.848394,0.121727,0.702610
386,0.848394,0.104420,0.675404
387,0.848768,0.705972,0.737211
388,0.849888,0.104418,0.679163
389,0.850261,0.104434,0.721880
390,0.850635,0.306983,0.661285
391,0.851008,0.121727,0.698994
392,0.851008,0.113357,0.657701
393,0.851382,0.706008,0.745891
394,0.852128,0.084518,0.451771
395,0.852128,0.121727,0.699297
396,0.852128,0.143426,0.728726
397,0.852502,0.121727,0.743925
398,0.852875,0.104436,0.640232
399,0.852875,0.306896,0.617591
400,0.853249,0.424927,0.703418
401,0.854369,0.424909,0.727326
402,0.854369,0.424889,0.726916
403,0.855863,2.000000,0.747457
404,0.856609,0.090150,0.748443
405,0.858103,0.132806,0.705277
406,0.858476,0.424914,0.750087
407,0.859970,0.424904,0.738779
408,0.860717,0.306835,0.677397
409,0.861090,0.306842,0.731418
410,0.861464,0.706035,0.780939
411,0.862211,0.306833,0.731342
412,0.862211,0.157384,0.699077
413,0.862211,0.104450,0.755844
414,0.863331,0.306965,0.762799
415,0.864078,0.424877,0.801400
416,0.864078,0.306949,0.778454
417,0.864824,0.306937,0.776080
418,0.865198,0.090182,0.770906
419,0.865571,0.237112,0.623732
420,0.865571,0.090182,0.758968
421,0.867065,0.236994,0.742092
422,0.867065,0.090211,0.766130
423,0.869679,0.306842,0.753274
424,0.870799,0.104427,0.774754
425,0.872666,0.090179,0.828231
426,0.872666,0.236990,0.742121
427,0.872666,0.306946,0.805051
428,0.873413,0.078141,0.775560
429,0.873786,0.705990,0.924771
430,0.874907,0.237274,0.791501
431,0.876027,0.306805,0.802968
432,0.876027,0.236994,0.762684
433,0.876774,0.190430,0.754649
434,0.877894,0.157503,0.699095
435,0.877894,0.306928,0.906066
436,0.878267,0.190426,0.774154
437,0.878267,0.190430,0.754551
438,0.880508,0.067676,0.784125
439,0.880881,0.237067,0.750943
440,0.882001,0.157359,0.786456
441,0.882001,0.237067,0.777270
442,0.882375,0.236958,0.807005
443,0.884242,0.190594,0.830487
444,0.884989,0.237301,0.705651
445,0.884989,0.157364,0.767854
446,0.885736,0.190558,0.682983
447,0.885736,0.097633,0.645805
448,0.887976,0.090179,0.774142
449,0.888723,0.157361,0.767707
450,0.891337,0.306978,0.753691
451,0.892084,0.132665,0.781005
452,0.892830,0.132656,0.798783
453,0.892830,0.190396,0.814649
454,0.894698,0.132660,0.780821
455,0.896938,0.190456,0.792028
456,0.900672,0.157493,0.823836
457,0.901419,0.113368,0.793457
458,0.902913,0.306762,0.814074
459,0.904406,0.157334,0.824497
460,0.907394,0.236999,0.797811
461,0.908514,0.132633,0.835032
462,0.913368,0.237219,0.877168
463,0.916729,0.236949,0.802914
464,0.919716,0.190390,0.812270
465,0.921957,0.049950,0.876202
466,0.921957,0.049950,0.873801
467,0.922704,0.237217,0.892382
468,0.925317,0.306901,0.780801
469,0.929798,0.705953,0.966151
470,0.930919,0.237028,0.760594
471,0.930919,0.236965,0.813761
472,0.931292,0.424854,0.887550
473,0.933532,0.306799,0.872775
474,0.936893,0.190435,0.782950
475,0.941001,0.190399,0.881257
476,0.943988,0.157339,0.889556
477,0.944735,0.157332,0.788484
478,0.944735,0.236955,0.874905
479,0.948096,0.132781,0.908197
480,0.948842,0.237240,0.914591
481,0.950336,0.237028,0.889275
482,0.950336,0.705965,0.977507
483,0.953697,0.132642,0.898510
484,0.956684,1.999874,0.902449
485,0.956684,0.424864,0.958172
486,0.958925,0.113352,0.907395
487,0.960418,0.306805,0.947982
488,0.967886,0.306908,0.965343
489,0.967886,0.236965,0.945715
490,0.969380,0.190494,0.968398
491,0.970874,0.237037,0.956673
492,0.974608,0.190405,0.948852
493,0.975728,0.190449,0.953753
494,0.975728,0.190560,0.907532
495,0.975728,0.190449,0.958916
496,0.975728,0.237187,0.907120
497,0.976102,0.157384,0.932586
498,0.977595,0.132644,0.982831
499,0.977595,0.157441,0.911140
500,0.981703,0.157346,0.954887
501,0.983196,0.157366,0.916757
502,0.987677,0.157382,0.973562
503,0.989544,0.157443,0.915000
504,0.989544,0.132647,0.962158
505,0.989918,0.132697,0.931218
506,0.991412,0.113316,0.935729
507,0.991412,0.157361,0.964533
508,0.991412,0.113352,0.939910
509,0.992905,0.132647,0.929300
510,0.998506,0.237217,1.000000
511,0.998880,0.113354,0.969701
512,1.000000,0.097706,0.977006
